,HstackSize,NeedleSize,NeedleType,StartSam,dSNR,entropy,entropy_hex,sigma,start_window
1,1000000.0,250000.0,sine,548667.0,5.0,-4697775450472823,b'FFEF4F65EB0A3E89',20.9280352651,0000000000099B7F
1,1000000.0,250000.0,sine,139665.0,5.0,-39122185284847672,b'FF7502946B4277C8',20.9280352651,43927
1,1000000.0,250000.0,sine,394683.0,5.0,-12836750774231766,b'FFD2650B0E081D2A',20.9280352651,000000000009796D
1,1000000.0,250000.0,sine,104938.0,5.0,-37067982218272859,b'FF7C4EDDD756DFA5',20.9280352651,00000000000415A1
1,1000000.0,250000.0,sine,303364.0,5.0,-31616117417727883,b'FF8FAD4F0823A875',20.9280352651,000000000006C6C7
1,1000000.0,250000.0,sine,743876.0,5.0,-27294497622772271,b'FF9F07CC8CDF35D1',20.9280352651,00000000000DE6F4
1,1000000.0,250000.0,sine,643855.0,5.0,-37124368894649640,b'FF7C1B954B861AD8',20.9280352651,00000000000D5469
1,1000000.0,250000.0,sine,166967.0,5.0,-4971683736654502,b'FFEE5647ACF0ED5A',20.9280352651,00000000000E81D4
1,1000000.0,250000.0,sine,45065.0,5.0,-32849943293280549,b'FF8B4B268F1CBEDB',20.9280352651,00000000000416BB
1,1000000.0,250000.0,sine,393539.0,5.0,-9442010498622599,b'FFDE748A9E439B79',20.9280352651,69849
1,1000000.0,250000.0,sine,745993.0,5.0,-6033977746503361,b'FFEA902113D6493F',20.9280352651,00000000000CFB7A
1,1000000.0,250000.0,sine,159196.0,5.0,-41293804195182593,b'FF6D4B80FD8587FF',20.9280352651,00000000000556A0
1,1000000.0,250000.0,sine,460269.0,5.0,-5510465719075112,b'FFEC6C42B8447ED8',20.9280352651,00000000000A98E3
1,1000000.0,250000.0,sine,282082.0,5.0,-31168254489706072,b'FF9144A33EDF41A8',20.9280352651,67798
1,1000000.0,250000.0,sine,4615.0,5.0,-12129565633445535,b'FFD4E8396D238161',20.9280352651,0000000000022C5A
1,1000000.0,250000.0,sine,209364.0,5.0,-40240827100472151,b'FF71092E53355CA9',20.9280352651,000000000004EB10
1,1000000.0,250000.0,sine,728672.0,5.0,-32745060542546351,b'FF8BAA8A7A367E51',20.9280352651,00000000000E8658
1,1000000.0,250000.0,sine,564117.0,5.0,-7463033008688796,b'FFE57C693891F164',20.9280352651,00000000000A8498
1,1000000.0,250000.0,sine,362587.0,5.0,-27467528169677052,b'FF9E6A6DBC969F04',20.9280352651,76062
1,1000000.0,250000.0,sine,603682.0,5.0,-6635540763437529,b'FFE86D02C5E71627',20.9280352651,00000000000A728F
1,1000000.0,250000.0,sine,360376.0,5.0,-17918662791868099,b'FFC057123570D13D',20.9280352651,0000000000083B1D
1,1000000.0,250000.0,sine,562809.0,5.0,-5433352766828207,b'FFECB264FA64D151',20.9280352651,000000000009D20A
1,1000000.0,250000.0,sine,322237.0,5.0,-36047074986988421,b'FF7FEF6054356C7B',20.9280352651,000000000006B597
1,1000000.0,250000.0,sine,145028.0,5.0,-7111598544260544,b'FFE6BC09EEFBF240',20.9280352651,36614
1,1000000.0,250000.0,sine,482777.0,5.0,-4559505256494258,b'FFEFCD2774D5CB4E',20.9280352651,00000000000B2E68
1,1000000.0,250000.0,sine,646545.0,5.0,-41674911800453480,b'FF6BF0E376169698',20.9280352651,000000000009E5FE
1,1000000.0,250000.0,sine,648892.0,5.0,-23340352949241131,b'FFAD141299873AD5',20.9280352651,00000000000C380E
1,1000000.0,250000.0,sine,446900.0,5.0,-32934825086908661,b'FF8AFDF379F4870B',20.9280352651,00000000000A73A4
1,1000000.0,250000.0,sine,363159.0,5.0,-33017374643846684,b'FF8AB2DF68F001E4',20.9280352651,000000000005AF31
1,1000000.0,250000.0,sine,744970.0,5.0,-38638080193574779,b'FF76BADEEB424885',20.9280352651,00000000000F0646
1,1000000.0,250000.0,sine,120763.0,5.0,-4666357876176975,b'FFEF6BF8E46547B1',20.9280352651,51763
1,1000000.0,250000.0,sine,704758.0,5.0,-40801715728479522,b'FF6F0B0E43C70ADE',20.9280352651,00000000000C31F9
1,1000000.0,250000.0,sine,319747.0,5.0,-35560275554973852,b'FF81AA1E276E4764',20.9280352651,60569
1,1000000.0,250000.0,sine,617470.0,5.0,-4661911828228996,b'FFEF70041181147C',20.9280352651,0000000000065D5E
1,1000000.0,250000.0,sine,450768.0,5.0,-7481548937795647,b'FFE56B92253167C1',20.9280352651,0000000000091A5B
1,1000000.0,250000.0,sine,475960.0,5.0,-4576604165847800,b'FFEFBD9A4E6AC508',20.9280352651,00000000000983F7
1,1000000.0,250000.0,sine,6561.0,5.0,-41225392643911282,b'FF6D89B94BBBD18E',20.9280352651,0000000000020AD9
1,1000000.0,250000.0,sine,91248.0,5.0,-19873476173021860,b'FFB9652DC0413D5C',20.9280352651,0000000000046C44
1,1000000.0,250000.0,sine,53651.0,5.0,-4688792043178829,b'FFEF579187D734B3',20.9280352651,00000000000137DF
1,1000000.0,250000.0,sine,466165.0,5.0,-7852127202093339,b'FFE41A882B6356E5',20.9280352651,000000000007F832
1,1000000.0,250000.0,sine,312555.0,5.0,-41331309962892098,b'FF6D29647F8F6CBE',20.9280352651,0000000000071BEC
1,1000000.0,250000.0,sine,595206.0,5.0,-5023409576952503,b'FFEE273C509ABD49',20.9280352651,000000000004B084
1,1000000.0,250000.0,sine,740520.0,5.0,-4857968217949163,b'FFEEBDB42209FC15',20.9280352651,000000000000637A
1,1000000.0,250000.0,sine,362209.0,5.0,-6964487176044069,b'FFE741D5F7D441DB',20.9280352651,0000000000088DFE
1,1000000.0,250000.0,sine,469097.0,5.0,-23900377457779032,b'FFAB16BBBBA19EA8',20.9280352651,73318
1,1000000.0,250000.0,sine,8517.0,5.0,-38760578143709524,b'FF764B75A47496AC',20.9280352651,000000000000532C
1,1000000.0,250000.0,sine,669135.0,5.0,-5098631090839502,b'FFEDE2D270FD6032',20.9280352651,00000000000B7B90
1,1000000.0,250000.0,sine,625229.0,5.0,-15987568722541688,b'FFC7336415788388',20.9280352651,00000000000ABF34
1,1000000.0,250000.0,sine,433129.0,5.0,-5971950454525523,b'FFEAC88AEE8AB1AD',20.9280352651,0000000000095D41
1,1000000.0,250000.0,sine,730903.0,5.0,-40142256611901057,b'FF7162D48E2A417F',20.9280352651,00000000000E65F1
1,1000000.0,250000.0,sine,615213.0,5.0,-4628605899183297,b'FFEF8E4EB592EB3F',20.9280352651,0000000000037C6A
1,1000000.0,250000.0,sine,341890.0,5.0,-10498347339198885,b'FFDAB3CF081E4E5B',20.9280352651,0000000000059E0D
1,1000000.0,250000.0,sine,451521.0,5.0,-5077761988786354,b'FFEDF5CD6867874E',20.9280352651,000000000009778F
1,1000000.0,250000.0,sine,293667.0,5.0,-4569864883209484,b'FFEFC3BB6AF6FAF4',20.9280352651,000000000008C22C
1,1000000.0,250000.0,sine,376087.0,5.0,-38586102956781029,b'FF76EA24CFFE921B',20.9280352651,00000000000680EA
1,1000000.0,250000.0,sine,131853.0,5.0,-5121357684108325,b'FFEDCE26FE7893DB',20.9280352651,000000000004751F
1,1000000.0,250000.0,sine,106044.0,5.0,-38809345562127196,b'FF761F1B17CDD4A4',20.9280352651,49697
1,1000000.0,250000.0,sine,114226.0,5.0,-5759037539780625,b'FFEB8A2F953177EF',20.9280352651,000000000002288E
1,1000000.0,250000.0,sine,223459.0,5.0,-41359727383951264,b'FF6D0F8C0D45C860',20.9280352651,70456
1,1000000.0,250000.0,sine,459818.0,5.0,-4822901720163864,b'FFEEDD98B02ED9E8',20.9280352651,00000000000A8583
1,1000000.0,250000.0,sine,4627.0,5.0,-5093955139822733,b'FFEDE71325639B73',20.9280352651,00000000000396A0
1,1000000.0,250000.0,sine,274616.0,5.0,-22196910748906918,b'FFB12406FBB34A5A',20.9280352651,74275
1,1000000.0,250000.0,sine,244808.0,5.0,-7747144471662899,b'FFE47A035DBE2ECD',20.9280352651,0000000000054CC3
1,1000000.0,250000.0,sine,542759.0,5.0,-4683919308281423,b'FFEF5C000D7929B1',20.9280352651,00000000000A8C5A
1,1000000.0,250000.0,sine,520353.0,5.0,-10581990870834872,b'FFDA67BC4120A148',20.9280352651,000000000007FE49
1,1000000.0,250000.0,sine,474281.0,5.0,-34612553947962377,b'FF850810C929A3F7',20.9280352651,0000000000077A80
1,1000000.0,250000.0,sine,474953.0,5.0,-23395363790589227,b'FFACE20A63DEF2D5',20.9280352651,000000000008ACF0
1,1000000.0,250000.0,sine,483273.0,5.0,-18630065988944532,b'FFBDD00DBE963D6C',20.9280352651,000000000007D526
1,1000000.0,250000.0,sine,171158.0,5.0,-20495704903431956,b'FFB72F43D5CF48EC',20.9280352651,000000000004FB9C
1,1000000.0,250000.0,sine,426215.0,5.0,-41390509306256064,b'FF6CF38D13BA6540',20.9280352651,0000000000071A05
1,1000000.0,250000.0,sine,77238.0,5.0,-28347458506020267,b'FF9B4A22FD76AA55',20.9280352651,18905
1,1000000.0,250000.0,sine,71271.0,5.0,-5955995928898496,b'FFEAD70DA25FD440',20.9280352651,000000000001F281
1,1000000.0,250000.0,sine,292488.0,5.0,-41709917245959074,b'FF6BD10D1EF1945E',20.9280352651,00000000000653D0
1,1000000.0,250000.0,sine,6911.0,5.0,-35722218088941122,b'FF8116D4F83839BE',20.9280352651,0000000000001B80
1,1000000.0,250000.0,sine,486938.0,5.0,-7060600667461684,b'FFE6EA6BCD50A7CC',20.9280352651,99844
1,1000000.0,250000.0,sine,568050.0,5.0,-5010802937319594,b'FFEE32B386E1AF56',20.9280352651,00000000000E8879
1,1000000.0,250000.0,sine,56443.0,5.0,-5636954110240028,b'FFEBF93858A4DAE4',20.9280352651,46225
1,1000000.0,250000.0,sine,737986.0,5.0,-27240129745086968,b'FF9F393F0EE89608',20.9280352651,00000000000D12C2
1,1000000.0,250000.0,sine,81632.0,5.0,-4948166905962031,b'FFEE6BAB1D47E1D1',20.9280352651,00000000000A9B10
1,1000000.0,250000.0,sine,679666.0,5.0,-41704882687166623,b'FF6BD5A152083761',20.9280352651,00000000000BFAAC
1,1000000.0,250000.0,sine,313231.0,5.0,-40284762468979693,b'FF70E138D32CEC13',20.9280352651,0000000000082C16
1,1000000.0,250000.0,sine,482812.0,5.0,-41175886904040917,b'FF6DB6BFBFC5E22B',20.9280352651,00000000000A1674
1,1000000.0,250000.0,sine,486663.0,5.0,-26771389972836912,b'FFA0E3900A868DD0',20.9280352651,000000000008F8D1
1,1000000.0,250000.0,sine,306979.0,5.0,-40648256376480530,b'FF6F96A04DF0DCEE',20.9280352651,000000000005AABB
1,1000000.0,250000.0,sine,253695.0,5.0,-6561689299657382,b'FFE8B02DA82ADD5A',20.9280352651,000000000006AC35
1,1000000.0,250000.0,sine,507413.0,5.0,-4848766409708752,b'FFEEC612988CEB30',20.9280352651,000000000002DCCF
1,1000000.0,250000.0,sine,549391.0,5.0,-41769368560474615,b'FF6B9AFB0875E609',20.9280352651,0000000000091AB3
1,1000000.0,250000.0,sine,494269.0,5.0,-4749343088442327,b'FFEF207F644C0429',20.9280352651,7.200000000000001e+46
1,1000000.0,250000.0,sine,379877.0,5.0,-5090665907196186,b'FFEDEA10FAEE6EE6',20.9280352651,0000000000090B35
1,1000000.0,250000.0,sine,618007.0,5.0,-11667567871438385,b'FFD68C68A9A151CF',20.9280352651,00000000000A0AF1
1,1000000.0,250000.0,sine,327879.0,5.0,-38073306575014609,b'FF78BC87862BF52F',20.9280352651,87743
1,1000000.0,250000.0,sine,593313.0,5.0,-34687857175013560,b'FF84C393E3105748',20.9280352651,00000000000980A9
1,1000000.0,250000.0,sine,637859.0,5.0,-34014763418958775,b'FF8727C0BD4B4449',20.9280352651,00000000000A2318
1,1000000.0,250000.0,sine,74368.0,5.0,-5668777081016065,b'FFEBDC46FBC670FF',20.9280352651,00000000000136A4
1,1000000.0,250000.0,sine,466677.0,5.0,-5440170478784852,b'FFECAC319B182EAC',20.9280352651,00000000000877AC
1,1000000.0,250000.0,sine,158521.0,5.0,-42057814018675959,b'FF6A94A417632B09',20.9280352651,00000000000612B8
1,1000000.0,250000.0,sine,550765.0,5.0,-40494831234702819,b'FF70222A6104221D',20.9280352651,00000000000BFA29
1,1000000.0,250000.0,sine,413480.0,5.0,-37675665002105583,b'FF7A262EAADF7511',20.9280352651,00000000000A0596
1,1000000.0,250000.0,sine,418677.0,5.0,-4723963212650075,b'FFEF37949AC729A5',20.9280352651,00000000000D9308
1,1000000.0,250000.0,sine,606266.0,5.0,-26803249828874281,b'FFA0C696171FB7D7',20.9280352651,0000000000095ADE
1,1000000.0,250000.0,sine,325559.0,5.0,-35914562745786162,b'FF8067E53D4620CE',20.9280352651,00000000000742B8
1,1000000.0,250000.0,sine,585373.0,5.0,-39382648574734119,b'FF7415B0956390D9',20.9280352651,00000000000C3CAC
1,1000000.0,250000.0,sine,738695.0,5.0,-12940871847876792,b'FFD206587A6C6748',20.9280352651,00000000000EDE9E
1,1000000.0,250000.0,sine,459615.0,5.0,-38907161072151357,b'FF75C624A51354C3',20.9280352651,000000000008317D
1,1000000.0,250000.0,sine,674153.0,5.0,-39941965372369672,b'FF7218FE7E5954F8',20.9280352651,00000000000D0051
1,1000000.0,250000.0,sine,261725.0,5.0,-39363691975135481,b'FF7426EE42C62F07',20.9280352651,000000000004331E
1,1000000.0,250000.0,sine,465667.0,5.0,-26355488666270616,b'FFA25DD29C2A4468',20.9280352651,00000000000A6590
1,1000000.0,250000.0,sine,239111.0,5.0,-4609405899821447,b'FFEF9FC50EB72E79',20.9280352651,00000000000E7853
1,1000000.0,250000.0,sine,186221.0,5.0,-9177910884913515,b'FFDF64BD19ECAE95',20.9280352651,00000000000640BE
1,1000000.0,250000.0,sine,4067.0,5.0,-43142500160434931,b'FF66BA1FEB370D0D',20.9280352651,13228
1,1000000.0,250000.0,sine,101027.0,5.0,-6274075335214800,b'FFE9B5C30059B930',20.9280352651,0000000000053EB2
1,1000000.0,250000.0,sine,99913.0,5.0,-4866002875415510,b'FFEEB6656B22842A',20.9280352651,000000000007C592
1,1000000.0,250000.0,sine,337935.0,5.0,-41342170572818830,b'FF6D1F83D0C37672',20.9280352651,00000000000615D0
1,1000000.0,250000.0,sine,440018.0,5.0,-7664733396907582,b'FFE4C4F7309449C2',20.9280352651,000000000006DEC6
1,1000000.0,250000.0,sine,573840.0,5.0,-20581379379554881,b'FFB6E158311815BF',20.9280352651,00000000000B0851
1,1000000.0,250000.0,sine,264312.0,5.0,-39632774739293661,b'FF7332338C338A23',20.9280352651,47635
1,1000000.0,250000.0,sine,305103.0,5.0,-4594936469379815,b'FFEFACEDFBFA2519',20.9280352651,000000000007568A
1,1000000.0,250000.0,sine,512702.0,5.0,-11039786824871215,b'FFD8C75F53E852D1',20.9280352651,00000000000B550E
1,1000000.0,250000.0,sine,703979.0,5.0,-33203895539324496,b'FF8A093BA13829B0',20.9280352651,00000000000D015A
1,1000000.0,250000.0,sine,514413.0,5.0,-21267596665827519,b'FFB4713BC781CF41',20.9280352651,00000000000895F6
1,1000000.0,250000.0,sine,109055.0,5.0,-11269620321482673,b'FFD7F6570BFC084F',20.9280352651,0000000000041CB4
1,1000000.0,250000.0,sine,226089.0,5.0,-39208959838530603,b'FF74B3A8A4CFD3D5',20.9280352651,504000000.0
1,1000000.0,250000.0,sine,251306.0,5.0,-27207104696347359,b'FF9F57484D351521',20.9280352651,0000000000060D39
1,1000000.0,250000.0,sine,143543.0,5.0,-40074907471059860,b'FF71A0157FC7E46C',20.9280352651,000000000005AB6D
1,1000000.0,250000.0,sine,234209.0,5.0,-4622132730913984,b'FFEF9431DC781B40',20.9280352651,000000000006047F
1,1000000.0,250000.0,sine,688501.0,5.0,-41873112356808268,b'FF6B3CA04C5519B4',20.9280352651,0.0
1,1000000.0,250000.0,sine,110086.0,5.0,-32837078771881211,b'FF8B56D9D0572B05',20.9280352651,0000000000038A70
1,1000000.0,250000.0,sine,362510.0,5.0,-40918212737605499,b'FF6EA11A30EE6085',20.9280352651,0000000000068DEA
1,1000000.0,250000.0,sine,66548.0,5.0,-4871172720618967,b'FFEEB1B1B8591229',20.9280352651,00000000000583A9
1,1000000.0,250000.0,sine,264481.0,5.0,-25818096526078351,b'FFA44693F7C94E71',20.9280352651,00000000000737C5
1,1000000.0,250000.0,sine,445273.0,5.0,-37778364876996206,b'FF79C8C6FD4FC192',20.9280352651,00000000000A29E1
1,1000000.0,250000.0,sine,231786.0,5.0,-33108189131169890,b'FF8A604703AE1F9E',20.9280352651,0000000000058F62
1,1000000.0,250000.0,sine,441873.0,5.0,-4729266086651695,b'FFEF32C1EEDB58D1',20.9280352651,00000000000B3B86
1,1000000.0,250000.0,sine,198237.0,5.0,-17352334906200483,b'FFC25A24B1E46E5D',20.9280352651,000000000006A80C
1,1000000.0,250000.0,sine,701794.0,5.0,-4734841592541214,b'FFEF2DAFC8CF0FE2',20.9280352651,00000000000EACE1
1,1000000.0,250000.0,sine,539711.0,5.0,-33178918833119213,b'FF8A1FF2F8EBA013',20.9280352651,0000000000087DF0
1,1000000.0,250000.0,sine,689485.0,5.0,-7828783659855655,b'FFE42FC342EE50D9',20.9280352651,00000000000DB083
1,1000000.0,250000.0,sine,204240.0,5.0,-4951751812621775,b'FFEE686870315A31',20.9280352651,0000000000072C0E
1,1000000.0,250000.0,sine,490286.0,5.0,-4630406011830303,b'FFEF8CAB967FBFE1',20.9280352651,00000000000DB856
1,1000000.0,250000.0,sine,21804.0,5.0,-29108056441711374,b'FF9896607BB094F2',20.9280352651,000000000003A23D
1,1000000.0,250000.0,sine,266942.0,5.0,-39179084371257291,b'FF74CED4916D1835',20.9280352651,000000000007B1A4
1,1000000.0,250000.0,sine,196033.0,5.0,-36836934502224596,b'FF7D2100D4616D2C',20.9280352651,0000000000061FC6
1,1000000.0,250000.0,sine,215210.0,5.0,-13752040044113769,b'FFCF2497AA3BD097',20.9280352651,0000000000037EFB
1,1000000.0,250000.0,sine,327799.0,5.0,-7214620913053124,b'FFE65E572B49D23C',20.9280352651,7.000000000000001e+153
1,1000000.0,250000.0,sine,630517.0,5.0,-4705886729680803,b'FFEF48055D1FC85D',20.9280352651,000000000007A882
1,1000000.0,250000.0,sine,69451.0,5.0,-34244567147080954,b'FF8656BF63B61306',20.9280352651,00000000000221CE
1,1000000.0,250000.0,sine,66389.0,5.0,-35162011335093965,b'FF83145644C89133',20.9280352651,000000000001C1F0
1,1000000.0,250000.0,sine,146458.0,5.0,-42780705077980833,b'FF68032CE696115F',20.9280352651,0000000000044FF4
1,1000000.0,250000.0,sine,632860.0,5.0,-34133802528099870,b'FF86BB7CC97AB1E2',20.9280352651,000000000009E423
1,1000000.0,250000.0,sine,512706.0,5.0,-10439167893214849,b'FFDAE9A1D1F9697F',20.9280352651,0000000000085BA3
1,1000000.0,250000.0,sine,359556.0,5.0,-21824218577802286,b'FFB276FD242B6BD2',20.9280352651,000000000006CA31
1,1000000.0,250000.0,sine,183981.0,5.0,-31980140508928619,b'FF8E623B4D192595',20.9280352651,34304
1,1000000.0,250000.0,sine,322697.0,5.0,-40560674791100571,b'FF6FE647FB39EF65',20.9280352651,0000000000056AE2
1,1000000.0,250000.0,sine,410522.0,5.0,-4749045819168535,b'FFEF20C49AED28E9',20.9280352651,00000000000E727E
1,1000000.0,250000.0,sine,407945.0,5.0,-4589675246091818,b'FFEFB1B6F55281D6',20.9280352651,26400000.0
1,1000000.0,250000.0,sine,193268.0,5.0,-8777474314511258,b'FFE0D0EF01755C66',20.9280352651,000000000005F1E4
1,1000000.0,250000.0,sine,514744.0,5.0,-33848757991222345,b'FF87BEBBE3D853B7',20.9280352651,00000000000B91A0
1,1000000.0,250000.0,sine,297942.0,5.0,-36038960416797019,b'FF7FF6C1A6484EA5',20.9280352651,00000000000771B0
1,1000000.0,250000.0,sine,108999.0,5.0,-4689020376587023,b'FFEF575C5E1BE4F1',20.9280352651,00000000000758A0
1,1000000.0,250000.0,sine,377336.0,5.0,-4867840020422239,b'FFEEB4B9ACC261A1',20.9280352651,00000000000D72BF
1,1000000.0,250000.0,sine,12300.0,5.0,-4912586345026548,b'FFEE8C075BF9EC0C',20.9280352651,00000000000399F1
1,1000000.0,250000.0,sine,375239.0,5.0,-17010468924584747,b'FFC3911192498CD5',20.9280352651,63998
1,1000000.0,250000.0,sine,510309.0,5.0,-4739015009538484,b'FFEF29E415C56E4C',20.9280352651,00000000000AFC59
1,1000000.0,250000.0,sine,687245.0,5.0,-29592664476924244,b'FF96DDA0E1E546AC',20.9280352651,00000000000DEBE4
1,1000000.0,250000.0,sine,260966.0,5.0,-33611458649316549,b'FF88968E72D3233B',20.9280352651,0000000000049FB5
1,1000000.0,250000.0,sine,241066.0,5.0,-4828633603955576,b'FFEED86221492488',20.9280352651,00000000000C8D1E
1,1000000.0,250000.0,sine,226776.0,5.0,-4854805087864238,b'FFEEC0949B48BA52',20.9280352651,000000000005ACDF
1,1000000.0,250000.0,sine,145966.0,5.0,-39732002685446585,b'FF72D7F43DB81647',20.9280352651,55877
1,1000000.0,250000.0,sine,245486.0,5.0,-39912198245132305,b'FF7234113164D7EF',20.9280352651,00000000000773CE
1,1000000.0,250000.0,sine,13143.0,5.0,-10750756722180730,b'FFD9CE3E6481FD86',20.9280352651,36926
1,1000000.0,250000.0,sine,738984.0,5.0,-41396464339555257,b'FF6CEE2290156C47',20.9280352651,00000000000D6189
1,1000000.0,250000.0,sine,647658.0,5.0,-4782491341959232,b'FFEF0259766BCFC0',20.9280352651,0000000000041B4C
1,1000000.0,250000.0,sine,443187.0,5.0,-39828508138843999,b'FF72802ED07350A1',20.9280352651,000000000007609C
1,1000000.0,250000.0,sine,58688.0,5.0,-40654827358677924,b'FF6F90A660E1945C',20.9280352651,0000000000033BEF
1,1000000.0,250000.0,sine,369775.0,5.0,-29230349918564976,b'FF982726D0718D90',20.9280352651,0000000000091C12
1,1000000.0,250000.0,sine,577663.0,5.0,-39049851999824528,b'FF75445DD304D570',20.9280352651,0000000000095EF0
1,1000000.0,250000.0,sine,293455.0,5.0,-5105633871740557,b'FFEDDC73FAB8C173',20.9280352651,000000000005FA7A
1,1000000.0,250000.0,sine,722744.0,5.0,-15263539069519039,b'FFC9C5E45FBEFB41',20.9280352651,00000000000C2DBA
1,1000000.0,250000.0,sine,95551.0,5.0,-12980471712001493,b'FFD1E2546A96D22B',20.9280352651,00000000000349F7
1,1000000.0,250000.0,sine,364707.0,5.0,-4675505038209691,b'FFEF63A7270D4D65',20.9280352651,0000000000067BAF
1,1000000.0,250000.0,sine,25751.0,5.0,-5076006704059480,b'FFEDF7661786EBA8',20.9280352651,0000000000024D35
1,1000000.0,250000.0,sine,340102.0,5.0,-5990431327136432,b'FFEAB7BC04B1D550',20.9280352651,000000000008816C
1,1000000.0,250000.0,sine,589648.0,5.0,-4674156788998863,b'FFEF64E110F79D31',20.9280352651,00000000000D001C
1,1000000.0,250000.0,sine,647468.0,5.0,-21438543166440238,b'FFB3D5C2320FFCD2',20.9280352651,00000000000AA9C6
1,1000000.0,250000.0,sine,301675.0,5.0,-38506304195437148,b'FF7732B868D15DA4',20.9280352651,000000000005C9B4
1,1000000.0,250000.0,sine,9132.0,5.0,-34779218465770207,b'FF84707C2DC83521',20.9280352651,000000000002908D
1,1000000.0,250000.0,sine,94196.0,5.0,-5168233247946508,b'FFEDA384ED23C8F4',20.9280352651,0000000000034DC6
1,1000000.0,250000.0,sine,225108.0,5.0,-23260083961997047,b'FFAD5D13ADFFD909',20.9280352651,00000000000612B6
1,1000000.0,250000.0,sine,544868.0,5.0,-14251419266049342,b'FFCD5E68E11A1AC2',20.9280352651,00000000000B7A98
1,1000000.0,250000.0,sine,62416.0,5.0,-41974989976598244,b'FF6ADFF810FE891C',20.9280352651,0000000000014FF1
1,1000000.0,250000.0,sine,91708.0,5.0,-13746724591926819,b'FFCF296D43DF81DD',20.9280352651,19408
1,1000000.0,250000.0,sine,736942.0,5.0,-4854674862007656,b'FFEEC0B2ED599A98',20.9280352651,00000000000EDC3B
1,1000000.0,250000.0,sine,66723.0,5.0,-12527048203993378,b'FFD37EB74DB77EDE',20.9280352651,000000000002089F
1,1000000.0,250000.0,sine,243942.0,5.0,-6838513697796119,b'FFE7B46874404FE9',20.9280352651,000000000005439F
1,1000000.0,250000.0,sine,381015.0,5.0,-42124541988985373,b'FF6A57F3C66BA5E3',20.9280352651,000000000007B622
1,1000000.0,250000.0,sine,351202.0,5.0,-29284542661822590,b'FF97F5DD153B7782',20.9280352651,0000000000055C58
1,1000000.0,250000.0,sine,590189.0,5.0,-36488773791326550,b'FF7E5DA74FE0DEAA',20.9280352651,00000000000BC401
1,1000000.0,250000.0,sine,285587.0,5.0,-30847501388550888,b'FF92685C6586ED18',20.9280352651,000000000005EDE8
1,1000000.0,250000.0,sine,701509.0,5.0,-29289902650464922,b'FF97F0FD1D036566',20.9280352651,00000000000B98ED
1,1000000.0,250000.0,sine,633050.0,5.0,-28453818144029435,b'FF9AE96735058505',20.9280352651,00000000000A6615
1,1000000.0,250000.0,sine,385952.0,5.0,-41486031261829933,b'FF6C9CACA37F74D3',20.9280352651,81857
1,1000000.0,250000.0,sine,602852.0,5.0,-6014802823731939,b'FFEAA191964C251D',20.9280352651,00000000000B8950
1,1000000.0,250000.0,sine,121645.0,5.0,-22479049509766859,b'FFB0236C6F14F935',20.9280352651,000000000002ABC3
1,1000000.0,250000.0,sine,599447.0,5.0,-40749747404192993,b'FF6F3A521549431F',20.9280352651,00000000000AD25D
1,1000000.0,250000.0,sine,434617.0,5.0,-7130433146816579,b'FFE6AAE8A93077BD',20.9280352651,82001
1,1000000.0,250000.0,sine,259473.0,5.0,-5959963173456560,b'FFEAD371F02BF550',20.9280352651,0000000000072BB5
1,1000000.0,250000.0,sine,734474.0,5.0,-4899781740901680,b'FFEE97ACA9DB4AD0',20.9280352651,00000000000B9FA4
1,1000000.0,250000.0,sine,220201.0,5.0,-21341027987947346,b'FFB42E72B7A300AE',20.9280352651,000000000006A4FF
1,1000000.0,250000.0,sine,67615.0,5.0,-4737643151811735,b'FFEF2B237EDD1B69',20.9280352651,00000000000BAAA3
1,1000000.0,250000.0,sine,149242.0,5.0,-44974294713830685,b'FF60381E038EF2E3',20.9280352651,000000000003BE1A
1,1000000.0,250000.0,sine,254773.0,5.0,-41484027731068929,b'FF6C9E7F1F3CB7FF',20.9280352651,000000000007734F
1,1000000.0,250000.0,sine,708998.0,5.0,-20918913636136194,b'FFB5AE5BDFA18AFE',20.9280352651,00000000000CEA20
1,1000000.0,250000.0,sine,230031.0,5.0,-36354314798973816,b'FF7ED7F17C5ABC88',20.9280352651,00000000000594F2
1,1000000.0,250000.0,sine,160960.0,5.0,-5716471527727443,b'FFEBB0E641389EAD',20.9280352651,000000000002D525
1,1000000.0,250000.0,sine,211716.0,5.0,-34898770924438371,b'FF8403C0B3F37C9D',20.9280352651,41173
1,1000000.0,250000.0,sine,461313.0,5.0,-4835906747087420,b'FFEED1C4B82C45C4',20.9280352651,00000000000A8D00
1,1000000.0,250000.0,sine,482857.0,5.0,-6804235084196299,b'FFE7D39590D69635',20.9280352651,00000000000A18D5
1,1000000.0,250000.0,sine,497368.0,5.0,-5052986715613351,b'FFEE0C55D9C2D759',20.9280352651,000000000005187E
1,1000000.0,250000.0,sine,402291.0,5.0,-30276212834642004,b'FF946FF1E0D8D7AC',20.9280352651,000000000006EBD3
1,1000000.0,250000.0,sine,515898.0,5.0,-17300339763996703,b'FFC2896EC1DF97E1',20.9280352651,00000000000A6F54
1,1000000.0,250000.0,sine,209004.0,5.0,-25768149895413876,b'FFA4740112F6FF8C',20.9280352651,000000000003DA45
1,1000000.0,250000.0,sine,364461.0,5.0,-35323848179733966,b'FF828125B125AA32',20.9280352651,000000000005EB17
