,HstackSize,NeedleSize,NeedleType,StartSam,avg_energy,dSNR,entropy_hex,file_name,geometry,norm_entropy,sigma,start_window,sweep size (bytes)
3036,1000000,250000,sine,704264,18.421751,-20,b'FFF427DEB857C993',-20.0db_10.0sigma_haystacks/2018-03-30_211038__130.txt,0,0.999819271,10,b'0000000000000000',250000
3037,1000000,250000,sine,664775,18.569378,-20,b'FFF42FBAC0C1B204',-20.0db_10.0sigma_haystacks/2018-03-30_211038__131.txt,0,0.999819739,10,b'0000000000000000',250000
3038,1000000,250000,sine,328921,18.471484,-20,b'FFF3F3BEFF8FB30B',-20.0db_10.0sigma_haystacks/2018-03-30_211038__132.txt,0,0.999816164,10,b'0000000000000000',250000
3039,1000000,250000,sine,425579,18.464249,-20,b'FFF3806D3C9AB5DC',-20.0db_10.0sigma_haystacks/2018-03-30_211038__133.txt,0,0.999809291,10,b'0000000000000000',250000
3040,1000000,250000,sine,481823,18.381792,-20,b'FFF458F315D150F1',-20.0db_10.0sigma_haystacks/2018-03-30_211038__134.txt,0,0.999822196,10,b'0000000000000000',250000
3041,1000000,250000,sine,694713,18.50965,-20,b'FFF41FBAD7FD9718',-20.0db_10.0sigma_haystacks/2018-03-30_211038__135.txt,0,0.999818786,10,b'0000000000000000',250000
3042,1000000,250000,sine,128430,18.530689,-20,b'FFF42EDF0E806D7A',-20.0db_10.0sigma_haystacks/2018-03-30_211038__136.txt,0,0.999819688,10,b'0000000000000000',250000
3043,1000000,250000,sine,23887,18.560301,-20,b'FFF28D645603B0E3',-20.0db_10.0sigma_haystacks/2018-03-30_211038__137.txt,0,0.999794805,10,b'0000000000000000',250000
3044,1000000,250000,sine,502690,18.43075,-20,b'FFF47754964E9F8D',-20.0db_10.0sigma_haystacks/2018-03-30_211038__138.txt,0,0.999824007,10,b'0000000000000000',250000
3045,1000000,250000,sine,448488,18.447696,-20,b'FFF4B7DDFF487188',-20.0db_10.0sigma_haystacks/2018-03-30_211038__139.txt,0,0.999827854,10,b'0000000000000000',250000
3046,1000000,250000,sine,736877,18.588593,-20,b'FFF4AE753D26D8D6',-20.0db_10.0sigma_haystacks/2018-03-30_211038__14.txt,0,0.999827293,10,b'0000000000000000',250000
3047,1000000,250000,sine,152603,18.372359,-20,b'FFF348861D3B44FA',-20.0db_10.0sigma_haystacks/2018-03-30_211038__140.txt,0,0.999805959,10,b'0000000000000000',250000
3048,1000000,250000,sine,476536,18.404777,-20,b'FFF4E3CF828E6557',-20.0db_10.0sigma_haystacks/2018-03-30_211038__141.txt,0,0.999830473,10,b'0000000000000000',250000
3049,1000000,250000,sine,586926,18.531374,-20,b'FFF32860CDDF7223',-20.0db_10.0sigma_haystacks/2018-03-30_211038__142.txt,0,0.999804042,10,b'0000000000000000',250000
3050,1000000,250000,sine,10931,18.53306,-20,b'FFF3B24502AF0021',-20.0db_10.0sigma_haystacks/2018-03-30_211038__143.txt,0,0.999812261,10,b'0000000000000000',250000
3051,1000000,250000,sine,43718,18.542962,-20,b'FFF38CFAFC376D7D',-20.0db_10.0sigma_haystacks/2018-03-30_211038__144.txt,0,0.999810039,10,b'0000000000000000',250000
3052,1000000,250000,sine,62782,18.443659,-20,b'FFF3C31FB2CF0DD3',-20.0db_10.0sigma_haystacks/2018-03-30_211038__145.txt,0,0.999813266,10,b'0000000000000000',250000
3053,1000000,250000,sine,460786,18.442061,-20,b'FFF52C09656FC832',-20.0db_10.0sigma_haystacks/2018-03-30_211038__146.txt,0,0.999834778,10,b'0000000000000000',250000
3054,1000000,250000,sine,439073,18.555613,-20,b'FFF4D8BFB1966DEE',-20.0db_10.0sigma_haystacks/2018-03-30_211038__147.txt,0,0.999829814,10,b'0000000000000000',250000
3055,1000000,250000,sine,330108,18.422278,-20,b'FFF3B9260BAAEDD5',-20.0db_10.0sigma_haystacks/2018-03-30_211038__148.txt,0,0.999812671,10,b'0000000000000000',250000
3056,1000000,250000,sine,712443,18.417657,-20,b'FFF378A6E7F86870',-20.0db_10.0sigma_haystacks/2018-03-30_211038__149.txt,0,0.999808827,10,b'0000000000000000',250000
3057,1000000,250000,sine,355379,18.517466,-20,b'FFF2E4D39548534D',-20.0db_10.0sigma_haystacks/2018-03-30_211038__15.txt,0,0.999800016,10,b'0000000000000000',250000
3058,1000000,250000,sine,86527,18.438764,-20,b'FFF3A60C926720ED',-20.0db_10.0sigma_haystacks/2018-03-30_211038__150.txt,0,0.999811533,10,b'0000000000000000',250000
3059,1000000,250000,sine,717744,18.43465,-20,b'FFF4CFC205B7D58A',-20.0db_10.0sigma_haystacks/2018-03-30_211038__151.txt,0,0.999829278,10,b'0000000000000000',250000
3060,1000000,250000,sine,542079,18.476098,-20,b'FFF449C9C5BAEC2C',-20.0db_10.0sigma_haystacks/2018-03-30_211038__152.txt,0,0.999821293,10,b'0000000000000000',250000
3061,1000000,250000,sine,413836,18.47407,-20,b'FFF51F9CFD7BEC78',-20.0db_10.0sigma_haystacks/2018-03-30_211038__153.txt,0,0.999834038,10,b'0000000000000000',250000
3062,1000000,250000,sine,289394,18.470842,-20,b'FFF4027C9DA8631B',-20.0db_10.0sigma_haystacks/2018-03-30_211038__154.txt,0,0.999817043,10,b'0000000000000000',250000
3063,1000000,250000,sine,542930,18.514403,-20,b'FFF547A2AF7886DB',-20.0db_10.0sigma_haystacks/2018-03-30_211038__155.txt,0,0.999836423,10,b'0000000000000000',250000
3064,1000000,250000,sine,366107,18.43441,-20,b'FFF3F2870E3F9B46',-20.0db_10.0sigma_haystacks/2018-03-30_211038__156.txt,0,0.999816092,10,b'0000000000000000',250000
3065,1000000,250000,sine,378283,18.488673,-20,b'FFF451328C032C0A',-20.0db_10.0sigma_haystacks/2018-03-30_211038__157.txt,0,0.999821734,10,b'0000000000000000',250000
3066,1000000,250000,sine,332095,18.496988,-20,b'FFF3DAA5D827CBD5',-20.0db_10.0sigma_haystacks/2018-03-30_211038__158.txt,0,0.999814668,10,b'0000000000000000',250000
3067,1000000,250000,sine,411177,18.403639,-20,b'FFF48BD28E67162D',-20.0db_10.0sigma_haystacks/2018-03-30_211038__159.txt,0,0.999825229,10,b'0000000000000000',250000
3068,1000000,250000,sine,464464,18.477806,-20,b'FFF44ED8723C7882',-20.0db_10.0sigma_haystacks/2018-03-30_211038__16.txt,0,0.999821594,10,b'0000000000000000',250000
3069,1000000,250000,sine,742609,18.502673,-20,b'FFF50CE7E1578D69',-20.0db_10.0sigma_haystacks/2018-03-30_211038__160.txt,0,0.999832923,10,b'0000000000000000',250000
3070,1000000,250000,sine,692616,18.547832,-20,b'FFF4B82B47BB5A81',-20.0db_10.0sigma_haystacks/2018-03-30_211038__161.txt,0,0.999827872,10,b'0000000000000000',250000
3071,1000000,250000,sine,231488,18.528903,-20,b'FFF4E03F3490A4E6',-20.0db_10.0sigma_haystacks/2018-03-30_211038__162.txt,0,0.999830261,10,b'0000000000000000',250000
3072,1000000,250000,sine,372509,18.458596,-20,b'FFF497E93CDE282D',-20.0db_10.0sigma_haystacks/2018-03-30_211038__163.txt,0,0.999825949,10,b'0000000000000000',250000
3073,1000000,250000,sine,733519,18.573432,-20,b'FFF47628FCF15A03',-20.0db_10.0sigma_haystacks/2018-03-30_211038__164.txt,0,0.999823937,10,b'0000000000000000',250000
3074,1000000,250000,sine,587814,18.471566,-20,b'FFF4DC379D155B59',-20.0db_10.0sigma_haystacks/2018-03-30_211038__165.txt,0,0.999830021,10,b'0000000000000000',250000
3075,1000000,250000,sine,137540,18.558861,-20,b'FFF415D984AE8810',-20.0db_10.0sigma_haystacks/2018-03-30_211038__166.txt,0,0.999818197,10,b'0000000000000000',250000
3076,1000000,250000,sine,380768,18.586638,-20,b'FFF5024639CDC24B',-20.0db_10.0sigma_haystacks/2018-03-30_211038__167.txt,0,0.999832289,10,b'0000000000000000',250000
3077,1000000,250000,sine,557224,18.522034,-20,b'FFF52C9BB1B6E810',-20.0db_10.0sigma_haystacks/2018-03-30_211038__168.txt,0,0.999834812,10,b'0000000000000000',250000
3078,1000000,250000,sine,474035,18.621333,-20,b'FFF571EDFE9B0D1D',-20.0db_10.0sigma_haystacks/2018-03-30_211038__169.txt,0,0.999838944,10,b'0000000000000000',250000
3079,1000000,250000,sine,11247,18.485024,-20,b'FFF455BFE4794D03',-20.0db_10.0sigma_haystacks/2018-03-30_211038__17.txt,0,0.999822006,10,b'0000000000000000',250000
3080,1000000,250000,sine,626871,18.488321,-20,b'FFF28F6C217F4BE0',-20.0db_10.0sigma_haystacks/2018-03-30_211038__170.txt,0,0.999794926,10,b'0000000000000000',250000
3081,1000000,250000,sine,209404,18.413877,-20,b'FFF49A0C7507BE37',-20.0db_10.0sigma_haystacks/2018-03-30_211038__171.txt,0,0.999826077,10,b'0000000000000000',250000
3082,1000000,250000,sine,473247,18.37752,-20,b'FFF4A6FC5D213DB5',-20.0db_10.0sigma_haystacks/2018-03-30_211038__172.txt,0,0.999826848,10,b'0000000000000000',250000
3083,1000000,250000,sine,453327,18.402985,-20,b'FFF56164437F9647',-20.0db_10.0sigma_haystacks/2018-03-30_211038__173.txt,0,0.999837958,10,b'0000000000000000',250000
3084,1000000,250000,sine,607831,18.525371,-20,b'FFF4C564D480C2B3',-20.0db_10.0sigma_haystacks/2018-03-30_211038__174.txt,0,0.99982866,10,b'0000000000000000',250000
3085,1000000,250000,sine,686680,18.466539,-20,b'FFF4BA3FDAC9EB86',-20.0db_10.0sigma_haystacks/2018-03-30_211038__175.txt,0,0.999827996,10,b'0000000000000000',250000
3086,1000000,250000,sine,642439,18.545738,-20,b'FFF415B75E8D0794',-20.0db_10.0sigma_haystacks/2018-03-30_211038__176.txt,0,0.999818189,10,b'0000000000000000',250000
3087,1000000,250000,sine,480449,18.52048,-20,b'FFF4318F0F4BCE5D',-20.0db_10.0sigma_haystacks/2018-03-30_211038__177.txt,0,0.999819848,10,b'0000000000000000',250000
3088,1000000,250000,sine,556938,18.436586,-20,b'FFF4EE3ED0EE4537',-20.0db_10.0sigma_haystacks/2018-03-30_211038__178.txt,0,0.999831095,10,b'0000000000000000',250000
3089,1000000,250000,sine,156792,18.472978,-20,b'FFF3C3F257FA2C00',-20.0db_10.0sigma_haystacks/2018-03-30_211038__179.txt,0,0.999813315,10,b'0000000000000000',250000
3090,1000000,250000,sine,100688,18.48075,-20,b'FFF4CB635C815EC6',-20.0db_10.0sigma_haystacks/2018-03-30_211038__18.txt,0,0.999829017,10,b'0000000000000000',250000
3091,1000000,250000,sine,21630,18.450929,-20,b'FFF468083517A2F1',-20.0db_10.0sigma_haystacks/2018-03-30_211038__180.txt,0,0.999823095,10,b'0000000000000000',250000
3092,1000000,250000,sine,545436,18.484494,-20,b'FFF477690AE6D432',-20.0db_10.0sigma_haystacks/2018-03-30_211038__181.txt,0,0.999824012,10,b'0000000000000000',250000
3093,1000000,250000,sine,94499,18.494539,-20,b'FFF3CDC21BA5D9C2',-20.0db_10.0sigma_haystacks/2018-03-30_211038__182.txt,0,0.9998139,10,b'0000000000000000',250000
3094,1000000,250000,sine,689897,18.462724,-20,b'FFF5818E7E661E75',-20.0db_10.0sigma_haystacks/2018-03-30_211038__183.txt,0,0.999839875,10,b'0000000000000000',250000
3095,1000000,250000,sine,682253,18.475695,-20,b'FFF411E4BA080097',-20.0db_10.0sigma_haystacks/2018-03-30_211038__184.txt,0,0.999817961,10,b'0000000000000000',250000
3096,1000000,250000,sine,381568,18.454063,-20,b'FFF548DC5BBC7662',-20.0db_10.0sigma_haystacks/2018-03-30_211038__185.txt,0,0.999836496,10,b'0000000000000000',250000
3097,1000000,250000,sine,422484,18.590142,-20,b'FFF422BE02F01C98',-20.0db_10.0sigma_haystacks/2018-03-30_211038__186.txt,0,0.999818965,10,b'0000000000000000',250000
3098,1000000,250000,sine,729345,18.511411,-20,b'FFF4A4E334510E0B',-20.0db_10.0sigma_haystacks/2018-03-30_211038__187.txt,0,0.999826723,10,b'0000000000000000',250000
3099,1000000,250000,sine,699184,18.406043,-20,b'FFF5487E918F4935',-20.0db_10.0sigma_haystacks/2018-03-30_211038__188.txt,0,0.999836474,10,b'0000000000000000',250000
3100,1000000,250000,sine,112365,18.519002,-20,b'FFF32B66E99641D7',-20.0db_10.0sigma_haystacks/2018-03-30_211038__189.txt,0,0.999804223,10,b'0000000000000000',250000
3101,1000000,250000,sine,404712,18.560315,-20,b'FFF33958BA38938F',-20.0db_10.0sigma_haystacks/2018-03-30_211038__19.txt,0,0.999805054,10,b'0000000000000000',250000
3102,1000000,250000,sine,118621,18.427978,-20,b'FFF4B6AEE4569044',-20.0db_10.0sigma_haystacks/2018-03-30_211038__190.txt,0,0.999827783,10,b'0000000000000000',250000
3103,1000000,250000,sine,181685,18.397376,-20,b'FFF5AC1AC9B0F82A',-20.0db_10.0sigma_haystacks/2018-03-30_211038__191.txt,0,0.999842412,10,b'0000000000000000',250000
3104,1000000,250000,sine,48427,18.543987,-20,b'FFF3CCA5AD9D8346',-20.0db_10.0sigma_haystacks/2018-03-30_211038__192.txt,0,0.999813834,10,b'0000000000000000',250000
3105,1000000,250000,sine,547363,18.492954,-20,b'FFF45DCB175EEBC3',-20.0db_10.0sigma_haystacks/2018-03-30_211038__193.txt,0,0.999822485,10,b'0000000000000000',250000
3106,1000000,250000,sine,9522,18.546292,-20,b'FFF3C22C122348C2',-20.0db_10.0sigma_haystacks/2018-03-30_211038__194.txt,0,0.999813209,10,b'0000000000000000',250000
3107,1000000,250000,sine,154501,18.565711,-20,b'FFF2A8BE209C0D49',-20.0db_10.0sigma_haystacks/2018-03-30_211038__195.txt,0,0.999796435,10,b'0000000000000000',250000
3108,1000000,250000,sine,616391,18.52233,-20,b'FFF41399110F1104',-20.0db_10.0sigma_haystacks/2018-03-30_211038__196.txt,0,0.999818063,10,b'0000000000000000',250000
3109,1000000,250000,sine,660920,18.367492,-20,b'FFF46090AB042603',-20.0db_10.0sigma_haystacks/2018-03-30_211038__197.txt,0,0.99982265,10,b'0000000000000000',250000
3110,1000000,250000,sine,108258,18.486825,-20,b'FFF40E828D84B874',-20.0db_10.0sigma_haystacks/2018-03-30_211038__198.txt,0,0.999817759,10,b'0000000000000000',250000
3111,1000000,250000,sine,353258,18.390292,-20,b'FFF4EB02C341E18F',-20.0db_10.0sigma_haystacks/2018-03-30_211038__199.txt,0,0.999830902,10,b'0000000000000000',250000
3112,1000000,250000,sine,107709,18.453089,-20,b'FFF3E826743D6505',-20.0db_10.0sigma_haystacks/2018-03-30_211038__2.txt,0,0.999815473,10,b'0000000000000000',250000
3113,1000000,250000,sine,365812,18.515074,-20,b'FFF46BDC079604E3',-20.0db_10.0sigma_haystacks/2018-03-30_211038__20.txt,0,0.999823323,10,b'0000000000000000',250000
3114,1000000,250000,sine,30897,18.446268,-20,b'FFF590DE2781274C',-20.0db_10.0sigma_haystacks/2018-03-30_211038__200.txt,0,0.999840788,10,b'0000000000000000',250000
3115,1000000,250000,sine,262182,18.507591,-20,b'FFF4ADA32B8DE03B',-20.0db_10.0sigma_haystacks/2018-03-30_211038__201.txt,0,0.999827244,10,b'0000000000000000',250000
3116,1000000,250000,sine,188477,18.492415,-20,b'FFF4EF0C6B5F8E14',-20.0db_10.0sigma_haystacks/2018-03-30_211038__202.txt,0,0.999831143,10,b'0000000000000000',250000
3117,1000000,250000,sine,455440,18.396123,-20,b'FFF52D81F330B080',-20.0db_10.0sigma_haystacks/2018-03-30_211038__203.txt,0,0.999834866,10,b'0000000000000000',250000
3118,1000000,250000,sine,155101,18.466277,-20,b'FFF3EDC7DE3A6A50',-20.0db_10.0sigma_haystacks/2018-03-30_211038__204.txt,0,0.999815809,10,b'0000000000000000',250000
3119,1000000,250000,sine,495031,18.520891,-20,b'FFF4F9DB3C1F6636',-20.0db_10.0sigma_haystacks/2018-03-30_211038__205.txt,0,0.999831787,10,b'0000000000000000',250000
3120,1000000,250000,sine,8963,18.504022,-20,b'FFF3E886AB410331',-20.0db_10.0sigma_haystacks/2018-03-30_211038__206.txt,0,0.999815495,10,b'0000000000000000',250000
3121,1000000,250000,sine,19637,18.510352,-20,b'FFF37CA6ADAB1CA8',-20.0db_10.0sigma_haystacks/2018-03-30_211038__207.txt,0,0.999809066,10,b'0000000000000000',250000
3122,1000000,250000,sine,722489,18.373317,-20,b'FFF516BCAEA861CD',-20.0db_10.0sigma_haystacks/2018-03-30_211038__208.txt,0,0.999833509,10,b'0000000000000000',250000
3123,1000000,250000,sine,655804,18.527395,-20,b'FFF3EFEBEFC56C57',-20.0db_10.0sigma_haystacks/2018-03-30_211038__209.txt,0,0.999815936,10,b'0000000000000000',250000
3124,1000000,250000,sine,148647,18.489081,-20,b'FFF4073421364005',-20.0db_10.0sigma_haystacks/2018-03-30_211038__21.txt,0,0.999817324,10,b'0000000000000000',250000
3125,1000000,250000,sine,587672,18.468955,-20,b'FFF504EC2935C2E6',-20.0db_10.0sigma_haystacks/2018-03-30_211038__210.txt,0,0.999832447,10,b'0000000000000000',250000
3126,1000000,250000,sine,41032,18.498206,-20,b'FFF477ABA5B74DC6',-20.0db_10.0sigma_haystacks/2018-03-30_211038__211.txt,0,0.999824027,10,b'0000000000000000',250000
3127,1000000,250000,sine,34431,18.403633,-20,b'FFF48D5D70E20093',-20.0db_10.0sigma_haystacks/2018-03-30_211038__212.txt,0,0.999825321,10,b'0000000000000000',250000
3128,1000000,250000,sine,225968,18.432756,-20,b'FFF5DC7D32329669',-20.0db_10.0sigma_haystacks/2018-03-30_211038__213.txt,0,0.999845295,10,b'0000000000000000',250000
3129,1000000,250000,sine,292278,18.486245,-20,b'FFF411CB04921DFC',-20.0db_10.0sigma_haystacks/2018-03-30_211038__214.txt,0,0.999817955,10,b'0000000000000000',250000
3130,1000000,250000,sine,10773,18.535786,-20,b'FFF382769C38E287',-20.0db_10.0sigma_haystacks/2018-03-30_211038__215.txt,0,0.999809412,10,b'0000000000000000',250000
3131,1000000,250000,sine,4682,18.387823,-20,b'FFF51A8F7ED5483C',-20.0db_10.0sigma_haystacks/2018-03-30_211038__216.txt,0,0.999833736,10,b'0000000000000000',250000
3132,1000000,250000,sine,395975,18.404799,-20,b'FFF54D6C9EDE7122',-20.0db_10.0sigma_haystacks/2018-03-30_211038__217.txt,0,0.999836768,10,b'0000000000000000',250000
3133,1000000,250000,sine,45628,18.470578,-20,b'FFF4141D0618FFB0',-20.0db_10.0sigma_haystacks/2018-03-30_211038__218.txt,0,0.999818093,10,b'0000000000000000',250000
3134,1000000,250000,sine,317084,18.430122,-20,b'FFF47F6E1C8080CA',-20.0db_10.0sigma_haystacks/2018-03-30_211038__219.txt,0,0.99982449,10,b'0000000000000000',250000
3135,1000000,250000,sine,17204,18.516736,-20,b'FFF4EA1492537FC3',-20.0db_10.0sigma_haystacks/2018-03-30_211038__22.txt,0,0.999830847,10,b'0000000000000000',250000
3136,1000000,250000,sine,312672,18.438905,-20,b'FFF4137E91D0019A',-20.0db_10.0sigma_haystacks/2018-03-30_211038__220.txt,0,0.999818056,10,b'0000000000000000',250000
3137,1000000,250000,sine,386004,18.44754,-20,b'FFF480C85AA35A4A',-20.0db_10.0sigma_haystacks/2018-03-30_211038__221.txt,0,0.999824571,10,b'0000000000000000',250000
3138,1000000,250000,sine,163923,18.447595,-20,b'FFF425DFF04BB50D',-20.0db_10.0sigma_haystacks/2018-03-30_211038__222.txt,0,0.999819152,10,b'0000000000000000',250000
3139,1000000,250000,sine,12803,18.428161,-20,b'FFF29DD95DAFDF82',-20.0db_10.0sigma_haystacks/2018-03-30_211038__223.txt,0,0.999795785,10,b'0000000000000000',250000
3140,1000000,250000,sine,14670,18.429102,-20,b'FFF45803E0B83C46',-20.0db_10.0sigma_haystacks/2018-03-30_211038__224.txt,0,0.999822141,10,b'0000000000000000',250000
3141,1000000,250000,sine,69260,18.348944,-20,b'FFF5CBAAE9DE2337',-20.0db_10.0sigma_haystacks/2018-03-30_211038__225.txt,0,0.999844293,10,b'0000000000000000',250000
3142,1000000,250000,sine,686361,18.478872,-20,b'FFF5657FE754D1FD',-20.0db_10.0sigma_haystacks/2018-03-30_211038__226.txt,0,0.999838203,10,b'0000000000000000',250000
3143,1000000,250000,sine,407776,18.583828,-20,b'FFF4BBF0F44D4FD0',-20.0db_10.0sigma_haystacks/2018-03-30_211038__227.txt,0,0.999828097,10,b'0000000000000000',250000
3144,1000000,250000,sine,145889,18.482795,-20,b'FFF427AEE1F6BB61',-20.0db_10.0sigma_haystacks/2018-03-30_211038__228.txt,0,0.99981926,10,b'0000000000000000',250000
3145,1000000,250000,sine,145293,18.527788,-20,b'FFF39F1A3A95E46D',-20.0db_10.0sigma_haystacks/2018-03-30_211038__229.txt,0,0.999811119,10,b'0000000000000000',250000
