,HstackSize,NeedleSize,NeedleType,StartSam,dSNR,entropy_hex,file_name,sigma,start_window,norm_entropy
0,1000000,250000,sine,0,5.0,b'FFEE91FC3BA4F4C6',./haystacks/2018-03-21_233924__0.txt,20.928035265142732,b'00000000000CD992',0.9997340431979359
1,1000000,250000,sine,0,5.0,b'FFED2DDE9B6394DF',./haystacks/2018-03-21_233924__1.txt,20.928035265142732,b'000000000001CD6E',0.9997128170465558
2,1000000,250000,sine,0,5.0,b'FF976F870C030A05',./haystacks/2018-03-21_233924__10.txt,20.928035265142732,b'0000000000008ADF',0.9984044747070692
3,1000000,250000,sine,0,5.0,b'FFC1864782254F1B',./haystacks/2018-03-21_233924__100.txt,20.928035265142732,b'000000000001528C',0.999046699960805
4,1000000,250000,sine,0,5.0,b'FFECA595FCDAE7D3',./haystacks/2018-03-21_233924__101.txt,20.928035265142732,b'0000000000006BE0',0.9997046939068742
5,1000000,250000,sine,0,5.0,b'FF71343991539CA4',./haystacks/2018-03-21_233924__102.txt,20.928035265142732,b'00000000000279E4',0.9978211060091113
6,1000000,250000,sine,0,5.0,b'FF9DE8B2A4C83FE3',./haystacks/2018-03-21_233924__103.txt,20.928035265142732,b'000000000000ECF7',0.9985032497541235
7,1000000,250000,sine,0,5.0,b'FFEFB60FC87329A4',./haystacks/2018-03-21_233924__104.txt,20.928035265142732,b'0000000000058F38',0.9997514523060543
8,1000000,250000,sine,0,5.0,b'FF7D1C85B69783AC',./haystacks/2018-03-21_233924__105.txt,20.928035265142732,b'000000000001FE0D',0.9980027986954081
9,1000000,250000,sine,0,5.0,b'FFEDDEFACE7454EC',./haystacks/2018-03-21_233924__106.txt,20.928035265142732,b'000000000001B781',0.9997233736343828
10,1000000,250000,sine,0,5.0,b'FFC033C2DD888A29',./haystacks/2018-03-21_233924__107.txt,20.928035265142732,b'000000000000D9E5',0.9990265227075118
11,1000000,250000,sine,0,5.0,b'FFEF0970505EC657',./haystacks/2018-03-21_233924__108.txt,20.928035265142732,b'0000000000064980',0.9997411631778689
12,1000000,250000,sine,0,5.0,b'FFA6F5A364C48A68',./haystacks/2018-03-21_233924__109.txt,20.928035265142732,b'0000000000031E39',0.9986413501653876
13,1000000,250000,sine,0,5.0,b'FF6FFECA863E2DCD',./haystacks/2018-03-21_233924__11.txt,20.928035265142732,b'000000000001B82D',0.9978026623195937
14,1000000,250000,sine,0,5.0,b'FFEE0BAEF3A8F596',./haystacks/2018-03-21_233924__110.txt,20.928035265142732,b'000000000000003C',0.999726038182107
15,1000000,250000,sine,0,5.0,b'FF78AED0F8D3E7BD',./haystacks/2018-03-21_233924__111.txt,20.928035265142732,b'000000000002381A',0.9979352245507723
16,1000000,250000,sine,0,5.0,b'FFEF6A770DCF6D58',./haystacks/2018-03-21_233924__112.txt,20.928035265142732,b'00000000000C99C3',0.9997469463976907
17,1000000,250000,sine,0,5.0,b'FFEF48D2EFA48CE6',./haystacks/2018-03-21_233924__113.txt,20.928035265142732,b'0000000000077326',0.9997449412327504
18,1000000,250000,sine,0,5.0,b'FFED3A8EDA4DE103',./haystacks/2018-03-21_233924__114.txt,20.928035265142732,b'000000000001BB28',0.9997135733377074
19,1000000,250000,sine,0,5.0,b'FFC8D28EF8FC48E6',./haystacks/2018-03-21_233924__115.txt,20.928035265142732,b'0000000000010254',0.9991580580763052
20,1000000,250000,sine,0,5.0,b'FFCD3E930AF1CAEF',./haystacks/2018-03-21_233924__116.txt,20.928035265142732,b'00000000000397BA',0.9992255314818471
21,1000000,250000,sine,0,5.0,b'FFC11AFB3D56AC79',./haystacks/2018-03-21_233924__117.txt,20.928035265142732,b'00000000000277A4',0.9990403045061054
22,1000000,250000,sine,0,5.0,b'FFDAD84C60A29E06',./haystacks/2018-03-21_233924__118.txt,20.928035265142732,b'000000000002456E',0.9994330584019147
23,1000000,250000,sine,0,5.0,b'FFEEEB634138B828',./haystacks/2018-03-21_233924__119.txt,20.928035265142732,b'0000000000011E37',0.9997393719979496
24,1000000,250000,sine,0,5.0,b'FF6B28AD43FEE789',./haystacks/2018-03-21_233924__12.txt,20.928035265142732,b'00000000000301EE',0.9977288649570216
25,1000000,250000,sine,0,5.0,b'FFECE539F2FD575A',./haystacks/2018-03-21_233924__120.txt,20.928035265142732,b'000000000003915D',0.999708487174748
26,1000000,250000,sine,0,5.0,b'FFEF85E94EB5E758',./haystacks/2018-03-21_233924__121.txt,20.928035265142732,b'0000000000076D1F',0.9997485823248194
27,1000000,250000,sine,0,5.0,b'FF7D867BB1B4EFE6',./haystacks/2018-03-21_233924__122.txt,20.928035265142732,b'0000000000032D09',0.998009114455005
28,1000000,250000,sine,0,5.0,b'FF9333B4335F4266',./haystacks/2018-03-21_233924__123.txt,20.928035265142732,b'0000000000018DCD',0.9983398737853095
29,1000000,250000,sine,0,5.0,b'FFA22B7DB759F1D9',./haystacks/2018-03-21_233924__124.txt,20.928035265142732,b'0000000000039540',0.9985682660984379
30,1000000,250000,sine,0,5.0,b'FFEEDD7FACDC9320',./haystacks/2018-03-21_233924__125.txt,20.928035265142732,b'0000000000092B01',0.9997385441500788
31,1000000,250000,sine,0,5.0,b'FFE183BED7A49796',./haystacks/2018-03-21_233924__126.txt,20.928035265142732,b'000000000000C2F0',0.9995348301814765
32,1000000,250000,sine,0,5.0,b'FFEE9E6C6FBBC2C0',./haystacks/2018-03-21_233924__127.txt,20.928035265142732,b'000000000001FCBE',0.99973478457808
33,1000000,250000,sine,0,5.0,b'FFEEFB96DAD67AE9',./haystacks/2018-03-21_233924__128.txt,20.928035265142732,b'0000000000034350',0.999740337686342
34,1000000,250000,sine,0,5.0,b'FF67F98E4D564F55',./haystacks/2018-03-21_233924__129.txt,20.928035265142732,b'000000000000DF0C',0.9976802799622757
35,1000000,250000,sine,0,5.0,b'FFC37EFEDC62D244',./haystacks/2018-03-21_233924__13.txt,20.928035265142732,b'0000000000016858',0.9990767833918526
36,1000000,250000,sine,0,5.0,b'FF67FBC1C965CE02',./haystacks/2018-03-21_233924__130.txt,20.928035265142732,b'0000000000038C8B',0.9976804111587605
37,1000000,250000,sine,0,5.0,b'FFCD7EED21572AEA',./haystacks/2018-03-21_233924__131.txt,20.928035265142732,b'00000000000227DA',0.9992293671542397
38,1000000,250000,sine,0,5.0,b'FF9981C0A29DEBED',./haystacks/2018-03-21_233924__132.txt,20.928035265142732,b'000000000002A0CC',0.9984360785771212
39,1000000,250000,sine,0,5.0,b'FFC066B8E6D3F6E4',./haystacks/2018-03-21_233924__133.txt,20.928035265142732,b'0000000000027164',0.9990295602245424
