,HstackSize,NeedleSize,NeedleType,StartSam,dSNR,entropy_hex,file_name,sigma,start_window,norm_entropy,geometry,sweep size (bytes)
52,1000000,250000.0,sine,244592.0,5.0,b'FF44F5E04F1D6385',5.0db_10.0sigma_haystacks/2018-03-29_181746__38.txt,10.0,b'000000000005ABDC',0.9971460030202386,10,5000
53,1000000,250000.0,sine,578697.0,5.0,b'FF3A0112CFC8635E',5.0db_10.0sigma_haystacks/2018-03-29_181746__39.txt,10.0,b'00000000000C4F40',0.9969788237501986,10,5000
54,1000000,250000.0,sine,509716.0,5.0,b'FF9FA1A3F01F1C87',5.0db_10.0sigma_haystacks/2018-03-29_181746__4.txt,10.0,b'00000000000AB886',0.9985295319785306,10,5000
55,1000000,250000.0,sine,646530.0,5.0,b'FFE314282AF03DAC',5.0db_10.0sigma_haystacks/2018-03-29_181746__40.txt,10.0,b'00000000000D0802',0.9995586965623612,10,5000
56,1000000,250000.0,sine,357883.0,5.0,b'FFD924AE7FF7CEDC',5.0db_10.0sigma_haystacks/2018-03-29_181746__41.txt,10.0,b'000000000005EC98',0.9994070936226926,10,5000
57,1000000,250000.0,sine,609781.0,5.0,b'FFE8F139CA783C84',5.0db_10.0sigma_haystacks/2018-03-29_181746__42.txt,10.0,b'00000000000BE7B7',0.9996481672373828,10,5000
58,1000000,250000.0,sine,687334.0,5.0,b'FFD3391EF9A27E7E',5.0db_10.0sigma_haystacks/2018-03-29_181746__43.txt,10.0,b'00000000000D9159',0.9993167591689004,10,5000
59,1000000,250000.0,sine,604384.0,5.0,b'FFF303E26CEA6658',5.0db_10.0sigma_haystacks/2018-03-29_181746__44.txt,10.0,b'0000000000000000',0.9998018672749056,10,5000
60,1000000,250000.0,sine,394644.0,5.0,b'FFE586D7C7FE0FA9',5.0db_10.0sigma_haystacks/2018-03-29_181746__45.txt,10.0,b'00000000000890E2',0.9995960499581928,10,5000
61,1000000,250000.0,sine,628460.0,5.0,b'FF35BB83892408C8',5.0db_10.0sigma_haystacks/2018-03-29_181746__46.txt,10.0,b'00000000000D1B41',0.9969136425144286,10,5000
62,1000000,250000.0,sine,285791.0,5.0,b'FFD54A44CC99ACC2',5.0db_10.0sigma_haystacks/2018-03-29_181746__47.txt,10.0,b'000000000006812A',0.9993482988325926,10,5000
63,1000000,250000.0,sine,446560.0,5.0,b'FFDF7C6C422CC031',5.0db_10.0sigma_haystacks/2018-03-29_181746__48.txt,10.0,b'000000000008BB85',0.9995038761427848,10,5000
64,1000000,250000.0,sine,506495.0,5.0,b'FF9B6FFE3553E854',5.0db_10.0sigma_haystacks/2018-03-29_181746__49.txt,10.0,b'0000000000081EE0',0.9984655376077424,10,5000
65,1000000,250000.0,sine,74100.0,5.0,b'FF5C87D65511A745',5.0db_10.0sigma_haystacks/2018-03-29_181746__5.txt,10.0,b'00000000000160E2',0.9975056551239222,10,5000
66,1000000,250000.0,sine,62597.0,5.0,b'FFF1004EFF4CD70D',5.0db_10.0sigma_haystacks/2018-03-29_181746__6.txt,10.0,b'0000000000036D97',0.9997711365570467,10,5000
67,1000000,250000.0,sine,663783.0,5.0,b'FFF32CD198EEFC7A',5.0db_10.0sigma_haystacks/2018-03-29_181746__7.txt,10.0,b'0000000000077B73',0.9998043071472544,10,5000
68,1000000,250000.0,sine,168530.0,5.0,b'FF47F480D3375575',5.0db_10.0sigma_haystacks/2018-03-29_181746__8.txt,10.0,b'000000000002D154',0.9971916975511852,10,5000
69,1000000,250000.0,sine,454929.0,5.0,b'FFF1F6C54A11D509',5.0db_10.0sigma_haystacks/2018-03-29_181746__9.txt,10.0,b'0000000000092E2C',0.9997858268416802,10,5000
70,1000000,,noise,,,b'FFF1F5A84DA1A655',5.0db_10.0sigma_haystacks/2018-03-29_181802__0.txt,10.0,b'0000000000000000',0.999785760488186,10,5000
71,1000000,,noise,,,b'FFF37A6BACE89819',5.0db_10.0sigma_haystacks/2018-03-29_181802__1.txt,10.0,b'0000000000000000',0.9998089325789884,10,5000
72,1000000,,noise,,,b'FFF325563BF4D064',5.0db_10.0sigma_haystacks/2018-03-29_181802__10.txt,10.0,b'0000000000000000',0.9998038611920096,10,5000
73,1000000,,noise,,,b'FFF26B5A2C2CF777',5.0db_10.0sigma_haystacks/2018-03-29_181802__11.txt,10.0,b'0000000000000000',0.9997927756450514,10,5000
74,1000000,,noise,,,b'FFF3EECB8ABE1E67',5.0db_10.0sigma_haystacks/2018-03-29_181802__12.txt,10.0,b'000000000003C9D5',0.9998158690384504,10,5000
75,1000000,,noise,,,b'FFF24A99D9D6FE4E',5.0db_10.0sigma_haystacks/2018-03-29_181802__13.txt,10.0,b'0000000000000000',0.9997908235180508,10,5000
76,1000000,,noise,,,b'FFF37AF9D1275DF7',5.0db_10.0sigma_haystacks/2018-03-29_181802__14.txt,10.0,b'0000000000000000',0.9998089656739046,10,5000
77,1000000,,noise,,,b'FFF2CF988AD915FE',5.0db_10.0sigma_haystacks/2018-03-29_181802__15.txt,10.0,b'0000000000025B17',0.9997987506311328,10,5000
78,1000000,,noise,,,b'FFF20D2634B44E91',5.0db_10.0sigma_haystacks/2018-03-29_181802__16.txt,10.0,b'0000000000000000',0.9997871607090061,10,5000
79,1000000,,noise,,,b'FFF37AECE5D69580',5.0db_10.0sigma_haystacks/2018-03-29_181802__17.txt,10.0,b'0000000000077064',0.9998089626659188,10,5000
80,1000000,,noise,,,b'FFF3FE0E2A2361AA',5.0db_10.0sigma_haystacks/2018-03-29_181802__18.txt,10.0,b'00000000000E8E77',0.999816778619914,10,5000
81,1000000,,noise,,,b'FFF2B0B1218967DD',5.0db_10.0sigma_haystacks/2018-03-29_181802__19.txt,10.0,b'0000000000000000',0.9997969086121308,10,5000
82,1000000,,noise,,,b'FFF376018150624B',5.0db_10.0sigma_haystacks/2018-03-29_181802__2.txt,10.0,b'0000000000041BF3',0.999808669440712,10,5000
83,1000000,,noise,,,b'FFF371347857C50E',5.0db_10.0sigma_haystacks/2018-03-29_181802__20.txt,10.0,b'0000000000000000',0.9998083832836918,10,5000
84,1000000,,noise,,,b'FFF3722165B7B5D4',5.0db_10.0sigma_haystacks/2018-03-29_181802__21.txt,10.0,b'0000000000000000',0.9998084384476148,10,5000
85,1000000,,noise,,,b'FFF36CA5FF815C9D',5.0db_10.0sigma_haystacks/2018-03-29_181802__22.txt,10.0,b'0000000000000000',0.9998081116932602,10,5000
86,1000000,,noise,,,b'FFF37CD1BDF9E54B',5.0db_10.0sigma_haystacks/2018-03-29_181802__23.txt,10.0,b'0000000000000000',0.9998090755525264,10,5000
87,1000000,,noise,,,b'FFF401A854BE9955',5.0db_10.0sigma_haystacks/2018-03-29_181802__24.txt,10.0,b'0000000000053220',0.9998169933285176,10,5000
88,1000000,,noise,,,b'FFF363969EAC35DE',5.0db_10.0sigma_haystacks/2018-03-29_181802__25.txt,10.0,b'00000000000822EB',0.9998075716709288,10,5000
89,1000000,,noise,,,b'FFF2F88EEF8891AC',5.0db_10.0sigma_haystacks/2018-03-29_181802__26.txt,10.0,b'0000000000000000',0.9998011921848352,10,5000
90,1000000,,noise,,,b'FFF295F6E163E3B0',5.0db_10.0sigma_haystacks/2018-03-29_181802__27.txt,10.0,b'0000000000000000',0.9997953155265258,10,5000
91,1000000,,noise,,,b'FFF42E28245D8DC4',5.0db_10.0sigma_haystacks/2018-03-29_181802__28.txt,10.0,b'000000000002820C',0.9998196456912096,10,5000
92,1000000,,noise,,,b'FFF2FE43CCA263BA',5.0db_10.0sigma_haystacks/2018-03-29_181802__29.txt,10.0,b'0000000000000000',0.9998015323186648,10,5000
93,1000000,,noise,,,b'FFF3248B27606ECB',5.0db_10.0sigma_haystacks/2018-03-29_181802__3.txt,10.0,b'0000000000000000',0.9998038139086718,10,5000
94,1000000,,noise,,,b'FFF2C7B48198C490',5.0db_10.0sigma_haystacks/2018-03-29_181802__30.txt,10.0,b'0000000000000000',0.9997982803048188,10,5000
95,1000000,,noise,,,b'FFF3F4A7841F2373',5.0db_10.0sigma_haystacks/2018-03-29_181802__31.txt,10.0,b'0000000000014DDA',0.9998162182783941,10,5000
96,1000000,,noise,,,b'FFF30033D6F2D518',5.0db_10.0sigma_haystacks/2018-03-29_181802__32.txt,10.0,b'0000000000000000',0.9998016478120452,10,5000
97,1000000,,noise,,,b'FFF3CB2441F18FA6',5.0db_10.0sigma_haystacks/2018-03-29_181802__33.txt,10.0,b'000000000006F3F5',0.9998137439269554,10,5000
98,1000000,,noise,,,b'FFF3B8F643F407BA',5.0db_10.0sigma_haystacks/2018-03-29_181802__34.txt,10.0,b'0000000000000000',0.9998126603349676,10,5000
99,1000000,,noise,,,b'FFF3A5C13EC4429E',5.0db_10.0sigma_haystacks/2018-03-29_181802__35.txt,10.0,b'0000000000081715',0.9998115155019756,10,5000
100,1000000,,noise,,,b'FFF1C51ADC6BF37A',5.0db_10.0sigma_haystacks/2018-03-29_181802__36.txt,10.0,b'0000000000000000',0.9997828665331524,10,5000
101,1000000,,noise,,,b'FFF280FDEDF4A6B2',5.0db_10.0sigma_haystacks/2018-03-29_181802__37.txt,10.0,b'00000000000E33A7',0.9997940654702284,10,5000
102,1000000,,noise,,,b'FFF2F0761F15B139',5.0db_10.0sigma_haystacks/2018-03-29_181802__38.txt,10.0,b'000000000007BD56',0.9998007095701584,10,5000
103,1000000,,noise,,,b'FFF31FB17DD843FE',5.0db_10.0sigma_haystacks/2018-03-29_181802__39.txt,10.0,b'000000000001002F',0.9998035248116546,10,5000
104,1000000,,noise,,,b'FFF36C9E22E3D9A3',5.0db_10.0sigma_haystacks/2018-03-29_181802__4.txt,10.0,b'00000000000BE8F6',0.9998081098627972,10,5000
105,1000000,,noise,,,b'FFF39540E972EFB4',5.0db_10.0sigma_haystacks/2018-03-29_181802__40.txt,10.0,b'00000000000A7C4F',0.9998105319477408,10,5000
106,1000000,,noise,,,b'FFF3CCBFEA9773A7',5.0db_10.0sigma_haystacks/2018-03-29_181802__41.txt,10.0,b'000000000006A465',0.9998138397737344,10,5000
107,1000000,,noise,,,b'FFF388F690CCBFBF',5.0db_10.0sigma_haystacks/2018-03-29_181802__42.txt,10.0,b'0000000000000000',0.99980979938191,10,5000
108,1000000,,noise,,,b'FFF3D57672005264',5.0db_10.0sigma_haystacks/2018-03-29_181802__43.txt,10.0,b'0000000000031835',0.9998143591092241,10,5000
109,1000000,,noise,,,b'FFF2DDF66C1EF238',5.0db_10.0sigma_haystacks/2018-03-29_181802__44.txt,10.0,b'0000000000000000',0.999799606954294,10,5000
110,1000000,,noise,,,b'FFF2BE3C80E80122',5.0db_10.0sigma_haystacks/2018-03-29_181802__45.txt,10.0,b'0000000000000000',0.9997977159227104,10,5000
111,1000000,,noise,,,b'FFF3A59D513E1099',5.0db_10.0sigma_haystacks/2018-03-29_181802__46.txt,10.0,b'0000000000000000',0.999811507136876,10,5000
112,1000000,,noise,,,b'FFF3108116175B7D',5.0db_10.0sigma_haystacks/2018-03-29_181802__47.txt,10.0,b'00000000000D2690',0.9998026194717488,10,5000
113,1000000,,noise,,,b'FFF2546EA75F44A3',5.0db_10.0sigma_haystacks/2018-03-29_181802__48.txt,10.0,b'0000000000000000',0.9997914095068812,10,5000
114,1000000,,noise,,,b'FFF33CC80058DA06',5.0db_10.0sigma_haystacks/2018-03-29_181802__49.txt,10.0,b'00000000000E51B7',0.9998052585873184,10,5000
115,1000000,,noise,,,b'FFF238CFF7E15E58',5.0db_10.0sigma_haystacks/2018-03-29_181802__5.txt,10.0,b'0000000000000000',0.9997897632346217,10,5000
116,1000000,,noise,,,b'FFF35B597D81DE59',5.0db_10.0sigma_haystacks/2018-03-29_181802__6.txt,10.0,b'0000000000087492',0.9998070806009376,10,5000
117,1000000,,noise,,,b'FFF3E4418E9F5D8C',5.0db_10.0sigma_haystacks/2018-03-29_181802__7.txt,10.0,b'00000000000D5BFA',0.9998152408649026,10,5000
118,1000000,,noise,,,b'FFF3A19FB0A7EA65',5.0db_10.0sigma_haystacks/2018-03-29_181802__8.txt,10.0,b'00000000000B3367',0.9998112692707364,10,5000
119,1000000,,noise,,,b'FFF3BA8465779300',5.0db_10.0sigma_haystacks/2018-03-29_181802__9.txt,10.0,b'0000000000053D41',0.9998127530320444,10,5000
120,1000000,250000.0,sine,386340.0,5.0,b'FFDE8F83DFAD5650',5.0db_10.0sigma_haystacks/2018-03-29_173412__0.txt,10.0,b'0000000000064DAC',0.9994897553403254,10,1024
121,1000000,250000.0,sine,316428.0,5.0,b'FFF26E9866455D6E',5.0db_10.0sigma_haystacks/2018-03-29_173412__1.txt,10.0,b'0000000000000000',0.9997929689473232,10,1024
122,1000000,250000.0,sine,389798.0,5.0,b'FFCB78D1F77BD457',5.0db_10.0sigma_haystacks/2018-03-29_173412__2.txt,10.0,b'000000000008FE2C',0.9991984856237502,10,1024
123,1000000,250000.0,sine,55465.0,5.0,b'FFF18B85D7268D04',5.0db_10.0sigma_haystacks/2018-03-29_173412__3.txt,10.0,b'0000000000000000',0.9997794343718402,10,1024
124,1000000,250000.0,sine,337603.0,5.0,b'FFCF22C9C787D8D1',5.0db_10.0sigma_haystacks/2018-03-29_173412__4.txt,10.0,b'000000000007C1FF',0.9992543928742912,10,1024
125,1000000,250000.0,sine,420494.0,5.0,b'FFC8B63EE728B87D',5.0db_10.0sigma_haystacks/2018-03-29_173412__5.txt,10.0,b'0000000000098D9A',0.999156370503587,10,1024
126,1000000,250000.0,sine,287837.0,5.0,b'FFF18829FC5B4F80',5.0db_10.0sigma_haystacks/2018-03-29_173412__6.txt,10.0,b'0000000000000000',0.9997792341713254,10,1024
127,1000000,250000.0,sine,75992.0,5.0,b'FFEF044FFB664A95',5.0db_10.0sigma_haystacks/2018-03-29_173412__7.txt,10.0,b'00000000000417B5',0.999740857626784,10,1024
128,1000000,250000.0,sine,647017.0,5.0,b'FFF0CCE833D8FB85',5.0db_10.0sigma_haystacks/2018-03-29_173412__8.txt,10.0,b'00000000000C8929',0.9997680727863986,10,1024
129,1000000,250000.0,sine,374980.0,5.0,b'FFCE07AE607228CB',5.0db_10.0sigma_haystacks/2018-03-29_173412__9.txt,10.0,b'000000000007ED47',0.9992375183796376,10,1024
130,1000000,,noise,,,b'FFF171C8D1603E8E',5.0db_10.0sigma_haystacks/2018-03-29_175746__0.txt,10.0,b'0000000000000000',0.9997779002454772,10,1024
131,1000000,,noise,,,b'FFF2CE60555C4512',5.0db_10.0sigma_haystacks/2018-03-29_175746__1.txt,10.0,b'0000000000000000',0.9997986779393254,10,1024
132,1000000,,noise,,,b'FFF1977C8865E61C',5.0db_10.0sigma_haystacks/2018-03-29_175746__2.txt,10.0,b'0000000000000000',0.9997801474604768,10,1024
133,1000000,,noise,,,b'FFF29DBA5E3975C3',5.0db_10.0sigma_haystacks/2018-03-29_175746__3.txt,10.0,b'0000000000000000',0.9997957782745512,10,1024
134,1000000,,noise,,,b'FFF25C13D408E74E',5.0db_10.0sigma_haystacks/2018-03-29_175746__4.txt,10.0,b'0000000000000000',0.9997918651970712,10,1024
135,1000000,,noise,,,b'FFF060CA98B1C09E',5.0db_10.0sigma_haystacks/2018-03-29_175746__5.txt,10.0,b'0000000000000000',0.9997616285915631,10,1024
136,1000000,,noise,,,b'FFF2CC8F579A833C',5.0db_10.0sigma_haystacks/2018-03-29_175746__6.txt,10.0,b'0000000000000000',0.9997985696751162,10,1024
137,1000000,,noise,,,b'FFF1D5BCE4E77CE5',5.0db_10.0sigma_haystacks/2018-03-29_175746__7.txt,10.0,b'0000000000000000',0.999783857933748,10,1024
138,1000000,,noise,,,b'FFF350DBE6EE4B45',5.0db_10.0sigma_haystacks/2018-03-29_175746__8.txt,10.0,b'0000000000000000',0.9998064553137108,10,1024
139,1000000,,noise,,,b'FFF13B4AE4286BA1',5.0db_10.0sigma_haystacks/2018-03-29_175746__9.txt,10.0,b'0000000000000000',0.9997746522750802,10,1024
140,1000000,250000.0,sine,225715.0,5.0,b'FFF224676CA3F8F6',5.0db_10.0sigma_haystacks/2018-03-29_181746__0.txt,10.0,b'0000000000000000',0.9997885468007012,10,1024
141,1000000,250000.0,sine,255550.0,5.0,b'FFEFFE66B55FD8A9',5.0db_10.0sigma_haystacks/2018-03-29_181746__1.txt,10.0,b'000000000004AE51',0.9997557640793951,10,1024
142,1000000,250000.0,sine,448477.0,5.0,b'FFF06B19516642BA',5.0db_10.0sigma_haystacks/2018-03-29_181746__10.txt,10.0,b'0000000000000000',0.9997622429667894,10,1024
143,1000000,250000.0,sine,231027.0,5.0,b'FFF37B37C59FFBC7',5.0db_10.0sigma_haystacks/2018-03-29_181746__11.txt,10.0,b'0000000000000000',0.9998089800989192,10,1024
144,1000000,250000.0,sine,652772.0,5.0,b'FFC2AED7DC3CC300',5.0db_10.0sigma_haystacks/2018-03-29_181746__12.txt,10.0,b'00000000000CD3F1',0.9990643765452092,10,1024
145,1000000,250000.0,sine,656523.0,5.0,b'FFF2E53F62039259',5.0db_10.0sigma_haystacks/2018-03-29_181746__13.txt,10.0,b'0000000000000000',0.9998000411742524,10,1024
146,1000000,250000.0,sine,505097.0,5.0,b'FFC4A21FF7820B8E',5.0db_10.0sigma_haystacks/2018-03-29_181746__14.txt,10.0,b'00000000000B2505',0.9990941360515608,10,1024
147,1000000,250000.0,sine,406329.0,5.0,b'FFF3237D1487C437',5.0db_10.0sigma_haystacks/2018-03-29_181746__15.txt,10.0,b'0000000000000000',0.9998037510272574,10,1024
148,1000000,250000.0,sine,609158.0,5.0,b'FFF2D022DE472B6B',5.0db_10.0sigma_haystacks/2018-03-29_181746__16.txt,10.0,b'0000000000000000',0.9997987828376408,10,1024
