,HstackSize,NeedleSize,NeedleType,StartSam,avg_energy,dSNR,entropy_hex,file_name,geometry,norm_entropy,sigma,start_window,sweep size (bytes)
34,1000000,,noise,,18.500225,,b'FFF2F1A4E063E4AB',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__17.txt,0,0.9998007800608232,10.0,b'0000000000000000',250000
35,1000000,,noise,,18.552957,,b'FFF4DC9A89D99EE2',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__18.txt,0,0.9998300435343936,10.0,b'0000000000000000',250000
36,1000000,,noise,,18.561101,,b'FFF4A8F4E7A2CEE1',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__19.txt,0,0.9998269651329209,10.0,b'0000000000000000',250000
37,1000000,,noise,,18.512337,,b'FFF557D443787BAE',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__2.txt,0,0.9998373883458684,10.0,b'0000000000000000',250000
38,1000000,,noise,,18.511656,,b'FFF4796BFFD7F99A',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__20.txt,0,0.9998241318388352,10.0,b'0000000000000000',250000
39,1000000,,noise,,18.566782999999997,,b'FFF339C51312E498',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__21.txt,0,0.999805079091924,10.0,b'0000000000000000',250000
40,1000000,,noise,,18.506296,,b'FFF5A44FF1FF045A',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__22.txt,0,0.9998419470957708,10.0,b'0000000000000000',250000
41,1000000,,noise,,18.517993,,b'FFF39BBBABF2328E',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__23.txt,0,0.999810918157842,10.0,b'0000000000000000',250000
42,1000000,,noise,,18.520139,,b'FFF4A3946A3E9A92',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__24.txt,0,0.9998266446439124,10.0,b'0000000000000000',250000
43,1000000,,noise,,18.514393,,b'FFF48861BF4EAE3D',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__3.txt,0,0.9998250235215048,10.0,b'0000000000000000',250000
44,1000000,,noise,,18.471470999999998,,b'FFF3DFF8907DF426',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__4.txt,0,0.9998149854513868,10.0,b'0000000000000000',250000
45,1000000,,noise,,18.460539999999998,,b'FFF3909B13F71B17',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__5.txt,0,0.9998102549179432,10.0,b'0000000000000000',250000
46,1000000,,noise,,18.493411,,b'FFF3672EE3D79CBD',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__6.txt,0,0.9998077859380304,10.0,b'0000000000000000',250000
47,1000000,,noise,,18.412925,,b'FFF50E5DA4A196EB',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__7.txt,0,0.9998330095883204,10.0,b'0000000000000000',250000
48,1000000,,noise,,18.534689,,b'FFF4D78C160406AF',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__8.txt,0,0.9998297421461899,10.0,b'0000000000000000',250000
49,1000000,,noise,,18.470159,,b'FFF3B48AF0A6EE8E',10.0db_10.0sigma_haystacks/noise/2018-05-07_001244__9.txt,0,0.9998123969277476,10.0,b'0000000000000000',250000
50,1000000,250000,chirp,219534,14.098054,10.0,b'C0661F83B448200E',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__0.txt,0,0.7515582748931426,10.0,b'00000000000359DE',250000
51,1000000,250000,chirp,678100,14.195494,10.0,b'C01CF1FA6BE37BF4',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__1.txt,0,0.7504416691189258,10.0,b'00000000000A5924',250000
52,1000000,250000,chirp,38728,14.192202,10.0,b'C040FAF5C328A0D2',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__10.txt,0,0.7509915208821973,10.0,b'0000000000009798',250000
53,1000000,250000,chirp,487582,14.127253,10.0,b'C00FB79C244C6DD0',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__11.txt,0,0.7502398258405252,10.0,b'00000000000770EF',250000
54,1000000,250000,chirp,379781,14.134667,10.0,b'BFCE7E925A9F4B77',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__12.txt,0,0.7492446048078111,10.0,b'000000000005CBD5',250000
55,1000000,250000,chirp,272103,14.144493,10.0,b'C00859AAA671FD56',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__13.txt,0,0.7501274148584756,10.0,b'0000000000042738',250000
56,1000000,250000,chirp,697413,14.171652,10.0,b'BFEC235502D73043',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__14.txt,0,0.7496969301745053,10.0,b'00000000000AA48E',250000
57,1000000,250000,chirp,554917,14.217652,10.0,b'BFFC726CB58AB0FE',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__15.txt,0,0.7499457850840752,10.0,b'00000000000877FB',250000
58,1000000,250000,chirp,211887,14.091536,10.0,b'BFEAC0C6C329E8FB',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__16.txt,0,0.7496757970103897,10.0,b'0000000000033BFF',250000
59,1000000,250000,chirp,93239,14.113029,10.0,b'C04AFE942930DF81',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__17.txt,0,0.7511443244667961,10.0,b'0000000000016C87',250000
60,1000000,250000,chirp,10069,14.249178,10.0,b'C02CB70299E88347',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__18.txt,0,0.7506822949743839,10.0,b'00000000000027A5',250000
61,1000000,250000,chirp,425495,14.243585,10.0,b'BFEA9D925278DE80',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__19.txt,0,0.7496736986381367,10.0,b'0000000000067E67',250000
62,1000000,250000,chirp,12784,14.026268,10.0,b'C014D7059D958E8E',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__2.txt,0,0.750317992087352,10.0,b'0000000000003243',250000
63,1000000,250000,chirp,48292,14.220415,10.0,b'C001AC6B09CDD760',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__20.txt,0,0.7500255357097595,10.0,b'000000000000BCF3',250000
64,1000000,250000,chirp,169416,14.064469,10.0,b'C01C39CB9CD23AA3',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__21.txt,0,0.7504306909657509,10.0,b'0000000000029618',250000
65,1000000,250000,chirp,547595,14.005234,10.0,b'BFCA93C3817D732C',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__22.txt,0,0.749184832793153,10.0,b'0000000000085B5B',250000
66,1000000,250000,chirp,454345,14.117393,10.0,b'C024AFD4C1BC608A',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__23.txt,0,0.7505597967553839,10.0,b'000000000006EF16',250000
67,1000000,250000,chirp,374673,14.091637,10.0,b'C0270186E8E4FC8F',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__24.txt,0,0.7505951837892049,10.0,b'000000000005B7E1',250000
68,1000000,250000,chirp,198566,14.174783,10.0,b'BFDBA7163FF00A8C',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__3.txt,0,0.7494453839607901,10.0,b'00000000000307F6',250000
69,1000000,250000,chirp,322647,14.073169,10.0,b'BFD10215CF3B1806',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__4.txt,0,0.7492829612012709,10.0,b'000000000004ECA8',250000
70,1000000,250000,chirp,437554,14.111214,10.0,b'C02C1F7108C1000B',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__5.txt,0,0.7506732607805624,10.0,b'000000000006AD83',250000
71,1000000,250000,chirp,88758,14.130219,10.0,b'C07E13ECBD180D9B',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__6.txt,0,0.7519237950301376,10.0,b'0000000000015B06',250000
72,1000000,250000,chirp,671498,14.22009,10.0,b'C02349BFE246189B',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__7.txt,0,0.7505384534327039,10.0,b'00000000000A3F5A',250000
73,1000000,250000,chirp,662447,14.07673,10.0,b'C059DC6B490870A5',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__8.txt,0,0.751371170227715,10.0,b'00000000000A1C00',250000
74,1000000,250000,chirp,636563,14.125189,10.0,b'C05FF9B880B3E6F1',10.0db_10.0sigma_haystacks/chirp/2018-05-07_001511__9.txt,0,0.7514644694753795,10.0,b'000000000009B6E3',250000
