,HstackSize,NeedleSize,NeedleType,StartSam,avg_energy,dSNR,entropy_hex,file_name,sigma,start_window,norm_entropy,geometry,sweep size (bytes)
86,1000000,250000,sine,644280,18.403143,-10.0,b'FFEFFE989BD29707',-10.0db_10.0sigma_haystacks/2018-03-30_204908__176.txt,10.0,b'000000000009D76B',0.9997557756976881,0,250000
87,1000000,250000,sine,9924,18.416943,-10.0,b'FFEE232F19CD4EC0',-10.0db_10.0sigma_haystacks/2018-03-30_204908__177.txt,10.0,b'0000000000000000',0.9997274389259492,0,250000
88,1000000,250000,sine,144792,18.392883,-10.0,b'FFEEA04E47AF594E',-10.0db_10.0sigma_haystacks/2018-03-30_204908__178.txt,10.0,b'0000000000022E7D',0.9997348967660263,0,250000
89,1000000,250000,sine,319883,18.467303,-10.0,b'FFED99640AD7CBBD',-10.0db_10.0sigma_haystacks/2018-03-30_204908__179.txt,10.0,b'000000000004E0A1',0.9997192258113891,0,250000
90,1000000,250000,sine,648794,18.42427,-10.0,b'FFF0DA22A45820B9',-10.0db_10.0sigma_haystacks/2018-03-30_204908__18.txt,10.0,b'000000000009ED46',0.9997688612532731,0,250000
91,1000000,250000,sine,559584,18.468527,-10.0,b'FFEE363D9768C0B6',-10.0db_10.0sigma_haystacks/2018-03-30_204908__180.txt,10.0,b'00000000000880E0',0.999728574788068,0,250000
92,1000000,250000,sine,249015,18.440827,-10.0,b'FFEE9D3A2B61E392',-10.0db_10.0sigma_haystacks/2018-03-30_204908__181.txt,10.0,b'000000000003B354',0.9997347132697381,0,250000
93,1000000,250000,sine,230944,18.457083,-10.0,b'FFEEADE9DE27C287',-10.0db_10.0sigma_haystacks/2018-03-30_204908__182.txt,10.0,b'00000000000385F2',0.9997357078520102,0,250000
94,1000000,250000,sine,168816,18.397278,-10.0,b'FFEF887357D47B9D',-10.0db_10.0sigma_haystacks/2018-03-30_204908__183.txt,10.0,b'000000000002ACD0',0.9997487336730319,0,250000
95,1000000,250000,sine,411787,18.438241,-10.0,b'FFEE6B617B162D4A',-10.0db_10.0sigma_haystacks/2018-03-30_204908__184.txt,10.0,b'0000000000064AE5',0.9997317421903851,0,250000
96,1000000,250000,sine,348899,18.519796,-10.0,b'FFF0118ACFD02C86',-10.0db_10.0sigma_haystacks/2018-03-30_204908__185.txt,10.0,b'000000000005592C',0.999756904973595,0,250000
97,1000000,250000,sine,241617,18.475003,-10.0,b'FFEE003B5E1D9D44',-10.0db_10.0sigma_haystacks/2018-03-30_204908__186.txt,10.0,b'000000000003B785',0.9997253556194807,0,250000
98,1000000,250000,sine,183087,18.466187,-10.0,b'FFED7D71900275D8',-10.0db_10.0sigma_haystacks/2018-03-30_204908__187.txt,10.0,b'000000000002CB81',0.9997175600292482,0,250000
99,1000000,250000,sine,39165,18.386931,-10.0,b'FFED3D4DB8594D59',-10.0db_10.0sigma_haystacks/2018-03-30_204908__188.txt,10.0,b'0000000000000000',0.9997137369867677,0,250000
100,1000000,250000,sine,494313,18.377123,-10.0,b'FFEEE6464949F69F',-10.0db_10.0sigma_haystacks/2018-03-30_204908__189.txt,10.0,b'00000000000789D8',0.9997390672299743,0,250000
101,1000000,250000,sine,618618,18.37829,-10.0,b'FFEF5EA7FA36E17B',-10.0db_10.0sigma_haystacks/2018-03-30_204908__19.txt,10.0,b'0000000000097023',0.9997462425328325,0,250000
102,1000000,250000,sine,558652,18.42469,-10.0,b'FFEEF1E517405DF2',-10.0db_10.0sigma_haystacks/2018-03-30_204908__190.txt,10.0,b'0000000000087DA1',0.9997397598556303,0,250000
103,1000000,250000,sine,565810,18.386703,-10.0,b'FFEEC770535B9136',-10.0db_10.0sigma_haystacks/2018-03-30_204908__191.txt,10.0,b'0000000000088CBA',0.9997372292740307,0,250000
104,1000000,250000,sine,629517,18.323987,-10.0,b'FFEF530657235254',-10.0db_10.0sigma_haystacks/2018-03-30_204908__192.txt,10.0,b'0000000000099E89',0.9997455492476892,0,250000
105,1000000,250000,sine,737886,18.382794,-10.0,b'FFF11F2A1979E4EA',-10.0db_10.0sigma_haystacks/2018-03-30_204908__193.txt,10.0,b'00000000000B581F',0.999772975710108,0,250000
106,1000000,250000,sine,290008,18.464103,-10.0,b'FFF0A86B191B9240',-10.0db_10.0sigma_haystacks/2018-03-30_204908__194.txt,10.0,b'0000000000046DBA',0.9997658978910364,0,250000
107,1000000,250000,sine,397471,18.361734,-10.0,b'FFEFAC4E5EC855C5',-10.0db_10.0sigma_haystacks/2018-03-30_204908__195.txt,10.0,b'00000000000611C2',0.9997508708318333,0,250000
108,1000000,250000,sine,492576,18.443095,-10.0,b'FFEE76FA45F47BD3',-10.0db_10.0sigma_haystacks/2018-03-30_204908__196.txt,10.0,b'00000000000786A8',0.9997324334162431,0,250000
109,1000000,250000,sine,715138,18.435623,-10.0,b'FFEE8F741818B096',-10.0db_10.0sigma_haystacks/2018-03-30_204908__197.txt,10.0,b'00000000000AEA71',0.9997338922913481,0,250000
110,1000000,250000,sine,206801,18.459881,-10.0,b'FFF0E51AAC0B8C33',-10.0db_10.0sigma_haystacks/2018-03-30_204908__198.txt,10.0,b'0000000000032640',0.9997695150487245,0,250000
111,1000000,250000,sine,272360,18.372131,-10.0,b'FFF212CEE9A9E58C',-10.0db_10.0sigma_haystacks/2018-03-30_204908__199.txt,10.0,b'000000000004271F',0.9997874980123594,0,250000
112,1000000,250000,sine,34830,18.424801,-10.0,b'FFF09632DF63048A',-10.0db_10.0sigma_haystacks/2018-03-30_204908__2.txt,10.0,b'0000000000000000',0.9997648119164176,0,250000
113,1000000,250000,sine,367007,18.418467,-10.0,b'FFEF0EDDDDE68ABD',-10.0db_10.0sigma_haystacks/2018-03-30_204908__20.txt,10.0,b'000000000005978D',0.9997414867083539,0,250000
114,1000000,250000,sine,529434,18.459975,-10.0,b'FFED7307B16EE238',-10.0db_10.0sigma_haystacks/2018-03-30_204908__200.txt,10.0,b'0000000000081390',0.9997169393331506,0,250000
115,1000000,250000,sine,446816,18.399456,-10.0,b'FFEFEC683B8CB290',-10.0db_10.0sigma_haystacks/2018-03-30_204908__201.txt,10.0,b'000000000006D43F',0.9997546915506514,0,250000
116,1000000,250000,sine,660792,18.472153,-10.0,b'FFEF66FA170FD6F0',-10.0db_10.0sigma_haystacks/2018-03-30_204908__202.txt,10.0,b'00000000000A0952',0.9997467384883402,0,250000
117,1000000,250000,sine,614696,18.498817,-10.0,b'FFEFFFDB95695243',-10.0db_10.0sigma_haystacks/2018-03-30_204908__203.txt,10.0,b'0000000000095CF8',0.999755850896155,0,250000
118,1000000,250000,sine,217510,18.377271,-10.0,b'FFF01819E6C53386',-10.0db_10.0sigma_haystacks/2018-03-30_204908__204.txt,10.0,b'0000000000035476',0.999757295917125,0,250000
119,1000000,250000,sine,576336,18.461453,-10.0,b'FFF1DDAD36E520BA',-10.0db_10.0sigma_haystacks/2018-03-30_204908__205.txt,10.0,b'000000000008CB30',0.9997843311201859,0,250000
120,1000000,250000,sine,100666,18.449228,-10.0,b'FFEF36461C68A9A4',-10.0db_10.0sigma_haystacks/2018-03-30_204908__206.txt,10.0,b'0000000000017D3D',0.9997438355607381,0,250000
121,1000000,250000,sine,281364,18.418373,-10.0,b'FFF0359CF9796FA2',-10.0db_10.0sigma_haystacks/2018-03-30_204908__207.txt,10.0,b'0000000000044D26',0.9997590549696491,0,250000
122,1000000,250000,sine,289319,18.480397,-10.0,b'FFF187FD3D495EA2',-10.0db_10.0sigma_haystacks/2018-03-30_204908__208.txt,10.0,b'00000000000461BC',0.9997792237529999,0,250000
123,1000000,250000,sine,628845,18.395911,-10.0,b'FFEE92C95701DC57',-10.0db_10.0sigma_haystacks/2018-03-30_204908__209.txt,10.0,b'00000000000992A7',0.9997340909531043,0,250000
124,1000000,250000,sine,638572,18.366049,-10.0,b'FFEFD2C671E01D74',-10.0db_10.0sigma_haystacks/2018-03-30_204908__21.txt,10.0,b'000000000009D716',0.9997531637653769,0,250000
125,1000000,250000,sine,63067,18.529869,-10.0,b'FFEF6A5F363D6F3B',-10.0db_10.0sigma_haystacks/2018-03-30_204908__210.txt,10.0,b'0000000000000000',0.9997469408465258,0,250000
126,1000000,250000,sine,10808,18.396468,-10.0,b'FFECB914CCC1E660',-10.0db_10.0sigma_haystacks/2018-03-30_204908__211.txt,10.0,b'0000000000000000',0.9997058559208721,0,250000
127,1000000,250000,sine,412137,18.390673,-10.0,b'FFF31ABD5E6DA7E1',-10.0db_10.0sigma_haystacks/2018-03-30_204908__212.txt,10.0,b'000000000006331E',0.9998032295538254,0,250000
128,1000000,250000,sine,194861,18.388383,-10.0,b'FFF08C710CED1DA0',-10.0db_10.0sigma_haystacks/2018-03-30_204908__213.txt,10.0,b'000000000002FCCC',0.9997642303468877,0,250000
129,1000000,250000,sine,734612,18.407427,-10.0,b'FFEF24AF57B6C955',-10.0db_10.0sigma_haystacks/2018-03-30_204908__214.txt,10.0,b'00000000000B2FC9',0.9997427871782875,0,250000
130,1000000,250000,sine,316513,18.414479,-10.0,b'FFEC7312DEBF8D29',-10.0db_10.0sigma_haystacks/2018-03-30_204908__215.txt,10.0,b'000000000004D273',0.9997016831464391,0,250000
131,1000000,250000,sine,720377,18.40189,-10.0,b'FFF088AC6B1DE414',-10.0db_10.0sigma_haystacks/2018-03-30_204908__216.txt,10.0,b'00000000000AFB9E',0.9997640057509823,0,250000
132,1000000,250000,sine,707185,18.356064,-10.0,b'FFF012274BA9D360',-10.0db_10.0sigma_haystacks/2018-03-30_204908__217.txt,10.0,b'00000000000AC6D2',0.9997569414078165,0,250000
133,1000000,250000,sine,297481,18.439339,-10.0,b'FFF122BA84BC879B',-10.0db_10.0sigma_haystacks/2018-03-30_204908__218.txt,10.0,b'000000000004AC30',0.9997731881492077,0,250000
134,1000000,250000,sine,631062,18.396232,-10.0,b'FFEDE480916F6D39',-10.0db_10.0sigma_haystacks/2018-03-30_204908__219.txt,10.0,b'0000000000099F97',0.9997237028014163,0,250000
135,1000000,250000,sine,299404,18.358334,-10.0,b'FFEF41A94D9EC7EB',-10.0db_10.0sigma_haystacks/2018-03-30_204908__22.txt,10.0,b'0000000000048E94',0.9997445143068219,0,250000
