,HstackSize,NeedleSize,NeedleType,StartSam,dSNR,energy,entropy_hex,file_name,sigma,start_window,norm_entropy,geometry,sweep size (bytes)
64,1000000,250000,chirp,430297,-13.0,18.415665,b'FFF448B7EA840B84',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__156.txt,10.0,b'0000000000000000',0.9998212288869724,0,250000
65,1000000,250000,chirp,511376,-13.0,18.559249,b'FFF3C5FE89E17BD5',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__157.txt,10.0,b'0000000000000000',0.9998134371215935,0,250000
66,1000000,250000,chirp,63064,-13.0,18.403779,b'FFF2DE803DD91886',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__158.txt,10.0,b'0000000000000000',0.999799639042838,0,250000
67,1000000,250000,chirp,89055,-13.0,18.409291,b'FFF27A3FE8F120B6',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__159.txt,10.0,b'0000000000000000',0.9997936635999776,0,250000
68,1000000,250000,chirp,701452,-13.0,18.459995,b'FFF43D3BAABA9F8D',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__16.txt,10.0,b'0000000000000000',0.9998205443068664,0,250000
69,1000000,250000,chirp,577761,-13.0,18.491475,b'FFF35B798ADB5F92',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__160.txt,10.0,b'0000000000000000',0.9998070880636596,0,250000
70,1000000,250000,chirp,430838,-13.0,18.528037,b'FFF4848E773F97D6',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__161.txt,10.0,b'0000000000000000',0.9998247955147676,0,250000
71,1000000,250000,chirp,357093,-13.0,18.376637,b'FFF4524D57643D5D',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__162.txt,10.0,b'0000000000000000',0.9998218001195633,0,250000
72,1000000,250000,chirp,557675,-13.0,18.414076,b'FFF42B21906A984E',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__163.txt,10.0,b'0000000000000000',0.9998194653457325,0,250000
73,1000000,250000,chirp,251253,-13.0,18.441696,b'FFF2CD37AC005155',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__164.txt,10.0,b'0000000000000000',0.9997986088674236,0,250000
74,1000000,250000,chirp,720308,-13.0,18.423851,b'FFF4895B82989C70',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__165.txt,10.0,b'0000000000000000',0.9998250816739493,0,250000
75,1000000,250000,chirp,615402,-13.0,18.358912,b'FFF545C446CAD406',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__166.txt,10.0,b'0000000000000000',0.9998363117399934,0,250000
76,1000000,250000,chirp,505516,-13.0,18.388576,b'FFF4402024BDBE37',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__167.txt,10.0,b'0000000000000000',0.9998207167125122,0,250000
77,1000000,250000,chirp,670970,-13.0,18.467871,b'FFF421FAC985D824',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__168.txt,10.0,b'0000000000000000',0.9998189198754724,0,250000
78,1000000,250000,chirp,37642,-13.0,18.388821,b'FFF208E12209BA91',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__169.txt,10.0,b'0000000000000000',0.9997869062081354,0,250000
79,1000000,250000,chirp,218469,-13.0,18.401954,b'FFF4C60D40D28645',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__17.txt,10.0,b'0000000000000000',0.9998286993366695,0,250000
80,1000000,250000,chirp,160609,-13.0,18.383904,b'FFF464F4B0C45919',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__170.txt,10.0,b'0000000000000000',0.9998229119671732,0,250000
81,1000000,250000,chirp,155954,-13.0,18.461436,b'FFF495E489F6EBF3',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__171.txt,10.0,b'0000000000000000',0.9998258288341862,0,250000
82,1000000,250000,chirp,421464,-13.0,18.452203,b'FFF3BD584B3152A8',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__172.txt,10.0,b'0000000000000000',0.999812921577534,0,250000
83,1000000,250000,chirp,232415,-13.0,18.407859,b'FFF4B6152DD021CC',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__173.txt,10.0,b'0000000000000000',0.9998277475077093,0,250000
84,1000000,250000,chirp,509262,-13.0,18.475127,b'FFF3F94D695DB202',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__174.txt,10.0,b'0000000000000000',0.9998164953225259,0,250000
85,1000000,250000,chirp,610773,-13.0,18.514598,b'FFF3AE461D3A1A78',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__175.txt,10.0,b'0000000000000000',0.9998120232751052,0,250000
86,1000000,250000,chirp,482990,-13.0,18.536104,b'FFF4BDAE445C5B93',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__176.txt,10.0,b'0000000000000000',0.9998282003838183,0,250000
87,1000000,250000,chirp,643295,-13.0,18.436105,b'FFF348F55A3CE891',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__177.txt,10.0,b'0000000000000000',0.9998059844021899,0,250000
88,1000000,250000,chirp,148961,-13.0,18.452802,b'FFF44AF6A44BF7D6',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__178.txt,10.0,b'0000000000000000',0.9998213627007287,0,250000
89,1000000,250000,chirp,566000,-13.0,18.41023,b'FFF44C8A528E2F2D',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__179.txt,10.0,b'0000000000000000',0.9998214566899655,0,250000
90,1000000,250000,chirp,579209,-13.0,18.42649,b'FFF555986F67E3B9',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__18.txt,10.0,b'0000000000000000',0.9998372552066992,0,250000
91,1000000,250000,chirp,281054,-13.0,18.421884,b'FFF5B4000F6A7CF3',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__180.txt,10.0,b'0000000000000000',0.9998428821703929,0,250000
92,1000000,250000,chirp,398720,-13.0,18.478216,b'FFF3EAACA34DF35E',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__181.txt,10.0,b'0000000000000000',0.9998156234244602,0,250000
93,1000000,250000,chirp,267580,-13.0,18.403302,b'FFF2EEF7550A3EB1',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__182.txt,10.0,b'0000000000000000',0.999800620445094,0,250000
94,1000000,250000,chirp,48113,-13.0,18.38011,b'FFEFFC2B9CC74E2A',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__183.txt,10.0,b'0000000000000000',0.9997556311107278,0,250000
95,1000000,250000,chirp,509570,-13.0,18.375056,b'FFF4748CB2F42674',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__184.txt,10.0,b'0000000000000000',0.9998238414290915,0,250000
96,1000000,250000,chirp,179282,-13.0,18.418093,b'FFF3A6C3569A2708',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__185.txt,10.0,b'0000000000000000',0.99981157559396,0,250000
97,1000000,250000,chirp,509367,-13.0,18.353021,b'FFF2281EBBCA0C42',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__186.txt,10.0,b'0000000000000000',0.9997887682946287,0,250000
98,1000000,250000,chirp,129062,-13.0,18.529363,b'FFF412C4AB35E640',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__187.txt,10.0,b'0000000000000000',0.9998180132053772,0,250000
99,1000000,250000,chirp,562837,-13.0,18.466588,b'FFF4C0B585ED86F2',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__188.txt,10.0,b'0000000000000000',0.9998283808872,0,250000
100,1000000,250000,chirp,82930,-13.0,18.461715,b'FFF3858FE4E7BF20',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__189.txt,10.0,b'0000000000000000',0.9998095966629128,0,250000
101,1000000,250000,chirp,691466,-13.0,18.549225,b'FFF45DF5109CC5F1',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__19.txt,10.0,b'0000000000000000',0.9998224948218307,0,250000
102,1000000,250000,chirp,433561,-13.0,18.485222,b'FFF37C9EAED331F4',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__190.txt,10.0,b'0000000000000000',0.9998090636643837,0,250000
103,1000000,250000,chirp,319981,-13.0,18.479086,b'FFF35793DC4CDA4B',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__191.txt,10.0,b'0000000000000000',0.9998068557727494,0,250000
104,1000000,250000,chirp,691929,-13.0,18.466661,b'FFF445B315C1962C',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__192.txt,10.0,b'0000000000000000',0.9998210489482119,0,250000
105,1000000,250000,chirp,591264,-13.0,18.490728,b'FFF4E279F52E2092',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__193.txt,10.0,b'0000000000000000',0.9998303935764672,0,250000
106,1000000,250000,chirp,470464,-13.0,18.43941,b'FFF4C45CE4648252',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__194.txt,10.0,b'0000000000000000',0.999828598669767,0,250000
107,1000000,250000,chirp,294906,-13.0,18.46071,b'FFF34F6E57063704',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__195.txt,10.0,b'0000000000000000',0.9998063701996437,0,250000
108,1000000,250000,chirp,321358,-13.0,18.432746,b'FFF3C76ABEEA64EA',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__196.txt,10.0,b'0000000000000000',0.9998135219201828,0,250000
109,1000000,250000,chirp,656128,-13.0,18.391991,b'FFF2B78FA51235CA',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__197.txt,10.0,b'0000000000000000',0.9997973180480323,0,250000
110,1000000,250000,chirp,570930,-13.0,18.590255,b'FFF4A5DF76EA7080',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__198.txt,10.0,b'0000000000000000',0.9998267813270247,0,250000
111,1000000,250000,chirp,369190,-13.0,18.440834,b'FFF3600C5CE040DD',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__199.txt,10.0,b'0000000000000000',0.9998073606665239,0,250000
112,1000000,250000,chirp,40420,-13.0,18.561555,b'FFF1C99A9572A9D8',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__2.txt,10.0,b'0000000000000000',0.9997831346895035,0,250000
113,1000000,250000,chirp,392039,-13.0,18.488398,b'FFF4076E111F8EE3',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__20.txt,10.0,b'0000000000000000',0.9998173373907078,0,250000
114,1000000,250000,chirp,728971,-13.0,18.487225,b'FFF34DDC89098016',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__200.txt,10.0,b'0000000000000000',0.9998062766472113,0,250000
115,1000000,250000,chirp,490382,-13.0,18.503756,b'FFF3775EFD946318',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__201.txt,10.0,b'0000000000000000',0.9998087508116256,0,250000
116,1000000,250000,chirp,445295,-13.0,18.392393,b'FFF5A5B14430CD5D',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__202.txt,10.0,b'0000000000000000',0.9998420293597434,0,250000
117,1000000,250000,chirp,244860,-13.0,18.428369,b'FFF2A7EB27532497',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__203.txt,10.0,b'0000000000000000',0.9997963856797695,0,250000
118,1000000,250000,chirp,269287,-13.0,18.471806,b'FFF4850E62DF29F8',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__204.txt,10.0,b'0000000000000000',0.9998248252985574,0,250000
119,1000000,250000,chirp,592899,-13.0,18.482706,b'FFF38921386D025D',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__205.txt,10.0,b'0000000000000000',0.9998098093132519,0,250000
120,1000000,250000,chirp,667161,-13.0,18.457493,b'FFF2E17F1AA8E8DF',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__206.txt,10.0,b'0000000000000000',0.9997998175919381,0,250000
121,1000000,250000,chirp,411908,-13.0,18.493474,b'FFF4E6445ADB8669',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__207.txt,10.0,b'0000000000000000',0.9998306195146666,0,250000
122,1000000,250000,chirp,60063,-13.0,18.504819,b'FFF14E134F0B258E',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__208.txt,10.0,b'0000000000000000',0.9997757718220269,0,250000
123,1000000,250000,chirp,269043,-13.0,18.503748,b'FFF410DC265AEAB7',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__209.txt,10.0,b'0000000000000000',0.9998178994631918,0,250000
124,1000000,250000,chirp,437598,-13.0,18.3687,b'FFF3B1CE2567AB43',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__21.txt,10.0,b'000000000006A275',0.9998122337614449,0,250000
125,1000000,250000,chirp,487749,-13.0,18.472038,b'FFF33D55DAAE7694',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__210.txt,10.0,b'0000000000000000',0.9998052916150132,0,250000
126,1000000,250000,chirp,243440,-13.0,18.385734,b'FFF383629F174D43',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__211.txt,10.0,b'0000000000000000',0.9998094669127486,0,250000
127,1000000,250000,chirp,75049,-13.0,18.3385,b'FFF2F3456091EF84',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__212.txt,10.0,b'0000000000000000',0.9998008770349498,0,250000
128,1000000,250000,chirp,470808,-13.0,18.371285,b'FFF3B58F6D68E556',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__213.txt,10.0,b'0000000000000000',0.9998124575771815,0,250000
129,1000000,250000,chirp,630847,-13.0,18.519012,b'FFF3828C77AED169',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__214.txt,10.0,b'0000000000000000',0.9998094170511493,0,250000
130,1000000,250000,chirp,616260,-13.0,18.512658,b'FFF42B4F789B6521',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__215.txt,10.0,b'0000000000000000',0.9998194760342877,0,250000
131,1000000,250000,chirp,149949,-13.0,18.48673,b'FFF47A4313D61D72',-13.0db_10.0sigma_haystacks/chirp/2018-05-15_220513__216.txt,10.0,b'0000000000000000',0.9998241819156068,0,250000
