,HstackSize,NeedleSize,NeedleType,StartSam,dSNR,energy,entropy_hex,file_name,sigma,start_window,norm_entropy,geometry,sweep size (bytes)
30,1000000,250000,chirp,143254,-15.0,18.463365,b'FFF5656CFDA4BEB6',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__125.txt,10.0,b'0000000000000000',0.9998381987658318,0,250000
31,1000000,250000,chirp,732796,-15.0,18.441192,b'FFF3DBB3E57566F3',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__126.txt,10.0,b'0000000000000000',0.9998147310447699,0,250000
32,1000000,250000,chirp,538045,-15.0,18.462552,b'FFF509D9179443C8',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__127.txt,10.0,b'0000000000000000',0.9998327403078102,0,250000
33,1000000,250000,chirp,175533,-15.0,18.499941,b'FFF3817CB4BC5EBA',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__128.txt,10.0,b'0000000000000000',0.9998093537767416,0,250000
34,1000000,250000,chirp,709947,-15.0,18.536824,b'FFF369562E7D80FC',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__129.txt,10.0,b'0000000000000000',0.9998079142956069,0,250000
35,1000000,250000,chirp,626433,-15.0,18.528285,b'FFF4C4C2CB7D3950',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__13.txt,10.0,b'0000000000000000',0.9998286223958431,0,250000
36,1000000,250000,chirp,631178,-15.0,18.52506,b'FFF39DCF4CD75E5C',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__130.txt,10.0,b'0000000000000000',0.9998110419372472,0,250000
37,1000000,250000,chirp,414555,-15.0,18.529808,b'FFF57BE637350314',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__131.txt,10.0,b'0000000000000000',0.9998395382928784,0,250000
38,1000000,250000,chirp,375542,-15.0,18.541412,b'FFF4E8318AF497C5',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__132.txt,10.0,b'0000000000000000',0.9998307343439187,0,250000
39,1000000,250000,chirp,738561,-15.0,18.513109,b'FFF4EAE4F66CB6ED',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__133.txt,10.0,b'0000000000000000',0.9998308953276361,0,250000
40,1000000,250000,chirp,346129,-15.0,18.421718,b'FFF4D75D03750720',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__134.txt,10.0,b'0000000000000000',0.9998297311862708,0,250000
41,1000000,250000,chirp,630060,-15.0,18.406529,b'FFF464EFC3F17412',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__135.txt,10.0,b'0000000000000000',0.9998229108204607,0,250000
42,1000000,250000,chirp,72599,-15.0,18.467137,b'FFF3DC74EF6CDFA5',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__136.txt,10.0,b'0000000000000000',0.9998147759901488,0,250000
43,1000000,250000,chirp,525875,-15.0,18.503823,b'FFF4594BC09790C1',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__137.txt,10.0,b'0000000000000000',0.9998222169820947,0,250000
44,1000000,250000,chirp,558003,-15.0,18.492804,b'FFF474CA38889827',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__138.txt,10.0,b'0000000000000000',0.999823855753251,0,250000
45,1000000,250000,chirp,408203,-15.0,18.428251,b'FFF3B658B2A8B0E6',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__139.txt,10.0,b'0000000000000000',0.9998125044391226,0,250000
46,1000000,250000,chirp,431077,-15.0,18.478046,b'FFF24F0BECFF0EF5',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__14.txt,10.0,b'0000000000000000',0.9997910884967462,0,250000
47,1000000,250000,chirp,458634,-15.0,18.422424,b'FFF447C0AB040020',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__140.txt,10.0,b'0000000000000000',0.9998211713200504,0,250000
48,1000000,250000,chirp,633575,-15.0,18.570976,b'FFF3E9DDB1B62D3A',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__141.txt,10.0,b'0000000000000000',0.9998155752416202,0,250000
49,1000000,250000,chirp,201556,-15.0,18.476504,b'FFF4F635B69A2457',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__142.txt,10.0,b'0000000000000000',0.9998315697799646,0,250000
50,1000000,250000,chirp,71185,-15.0,18.388063,b'FFF46E749E1AF28A',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__143.txt,10.0,b'0000000000000000',0.9998234781943258,0,250000
51,1000000,250000,chirp,542846,-15.0,18.480997,b'FFF47B340EBEB1E6',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__144.txt,10.0,b'0000000000000000',0.9998242380231612,0,250000
52,1000000,250000,chirp,608107,-15.0,18.627786,b'FFF35F3658C6AE1A',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__145.txt,10.0,b'0000000000000000',0.9998073108370373,0,250000
53,1000000,250000,chirp,651571,-15.0,18.44389,b'FFF470D117A78D95',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__146.txt,10.0,b'0000000000000000',0.999823618934583,0,250000
54,1000000,250000,chirp,287969,-15.0,18.465008,b'FFF33F755A90A7C9',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__147.txt,10.0,b'0000000000000000',0.9998054181583621,0,250000
55,1000000,250000,chirp,269262,-15.0,18.447662,b'FFF4A72BA10958E6',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__148.txt,10.0,b'0000000000000000',0.999826858665107,0,250000
56,1000000,250000,chirp,10615,-15.0,18.286765,b'FFF2530266A67D99',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__149.txt,10.0,b'0000000000000000',0.9997913246976626,0,250000
57,1000000,250000,chirp,645658,-15.0,18.400092,b'FFF56C0D5C871917',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__15.txt,10.0,b'0000000000000000',0.9998385937329001,0,250000
58,1000000,250000,chirp,352265,-15.0,18.46196,b'FFF3679CE5465797',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__150.txt,10.0,b'0000000000000000',0.999807811550704,0,250000
59,1000000,250000,chirp,248330,-15.0,18.510709,b'FFF460F7F59920E7',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__151.txt,10.0,b'0000000000000000',0.9998226743096876,0,250000
60,1000000,250000,chirp,40200,-15.0,18.549653,b'FFF36268F6B8332B',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__152.txt,10.0,b'0000000000000000',0.9998075014361525,0,250000
61,1000000,250000,chirp,249230,-15.0,18.456426,b'FFF47CC4C7DBDA59',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__153.txt,10.0,b'0000000000000000',0.9998243313237788,0,250000
62,1000000,250000,chirp,638982,-15.0,18.480632,b'FFF3E29660527CA6',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__154.txt,10.0,b'0000000000000000',0.9998151414041079,0,250000
63,1000000,250000,chirp,411063,-15.0,18.431401,b'FFF4CB2A6FF838A7',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__155.txt,10.0,b'0000000000000000',0.9998290041548622,0,250000
64,1000000,250000,chirp,524022,-15.0,18.403163,b'FFF3A2EC6B90A597',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__156.txt,10.0,b'0000000000000000',0.9998113467405029,0,250000
65,1000000,250000,chirp,401209,-15.0,18.421837,b'FFF3B5827D603DDD',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__157.txt,10.0,b'0000000000000000',0.9998124545649043,0,250000
66,1000000,250000,chirp,478242,-15.0,18.479446,b'FFF55581BC02459A',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__158.txt,10.0,b'0000000000000000',0.9998372499212645,0,250000
67,1000000,250000,chirp,501205,-15.0,18.411315,b'FFF4B38665C8DDF6',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__159.txt,10.0,b'0000000000000000',0.9998275950545437,0,250000
68,1000000,250000,chirp,466595,-15.0,18.391567,b'FFF42C4D765968AE',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__16.txt,10.0,b'0000000000000000',0.9998195351712177,0,250000
69,1000000,250000,chirp,137317,-15.0,18.360239,b'FFF2F7457C9BD628',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__160.txt,10.0,b'0000000000000000',0.99980111547903,0,250000
70,1000000,250000,chirp,440099,-15.0,18.38981,b'FFF3508C6B42A998',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__161.txt,10.0,b'0000000000000000',0.9998064368076124,0,250000
71,1000000,250000,chirp,637912,-15.0,18.472115,b'FFF350F2A3B54F3A',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__162.txt,10.0,b'0000000000000000',0.9998064606076771,0,250000
72,1000000,250000,chirp,322561,-15.0,18.526683,b'FFF47E1EAE7141B2',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__163.txt,10.0,b'0000000000000000',0.9998244118600654,0,250000
73,1000000,250000,chirp,108441,-15.0,18.353911,b'FFF3240A416E27F3',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__164.txt,10.0,b'0000000000000000',0.9998037838972144,0,250000
74,1000000,250000,chirp,593881,-15.0,18.412548,b'FFF4CAE99027F1BC',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__165.txt,10.0,b'0000000000000000',0.9998289890501437,0,250000
75,1000000,250000,chirp,346645,-15.0,18.469914,b'FFF3D9712FA884FC',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__166.txt,10.0,b'0000000000000000',0.9998145963033115,0,250000
76,1000000,250000,chirp,26062,-15.0,18.439101,b'FFF3180F81B6DA8B',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__167.txt,10.0,b'0000000000000000',0.9998030698640962,0,250000
77,1000000,250000,chirp,87368,-15.0,18.537393,b'FFF5636055C74D66',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__168.txt,10.0,b'0000000000000000',0.9998380766099022,0,250000
78,1000000,250000,chirp,312306,-15.0,18.438414,b'FFF3A24F1C723529',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__169.txt,10.0,b'0000000000000000',0.9998113101141336,0,250000
79,1000000,250000,chirp,377104,-15.0,18.349729,b'FFF4AC30F82A333A',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__17.txt,10.0,b'0000000000000000',0.9998271579317268,0,250000
80,1000000,250000,chirp,8496,-15.0,18.450292,b'FFF3FF33C921F792',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__170.txt,10.0,b'0000000000000000',0.9998168469838972,0,250000
81,1000000,250000,chirp,334718,-15.0,18.437622,b'FFF503C083AA48C8',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__171.txt,10.0,b'0000000000000000',0.9998323769574792,0,250000
82,1000000,250000,chirp,622304,-15.0,18.461755,b'FFF48EC3CF9A1A27',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__172.txt,10.0,b'0000000000000000',0.9998254039815965,0,250000
83,1000000,250000,chirp,509785,-15.0,18.440636,b'FFF4CA6B9E14B698',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__173.txt,10.0,b'0000000000000000',0.9998289597261473,0,250000
84,1000000,250000,chirp,462461,-15.0,18.485407,b'FFF450875B71A176',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__174.txt,10.0,b'0000000000000000',0.9998216944181366,0,250000
85,1000000,250000,chirp,387039,-15.0,18.425246,b'FFF443366EA9A83E',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__175.txt,10.0,b'0000000000000000',0.9998209007159519,0,250000
86,1000000,250000,chirp,191624,-15.0,18.484939,b'FFF47A59A47EF608',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__176.txt,10.0,b'0000000000000000',0.9998241871694481,0,250000
87,1000000,250000,chirp,174163,-15.0,18.392366,b'FFF4735DF8776F4B',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__177.txt,10.0,b'0000000000000000',0.999823770944628,0,250000
88,1000000,250000,chirp,593507,-15.0,18.451908,b'FFF43F75E099469E',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__178.txt,10.0,b'0000000000000000',0.9998206770693275,0,250000
89,1000000,250000,chirp,87505,-15.0,18.525457,b'FFF43C0D8A4A0F80',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__179.txt,10.0,b'0000000000000000',0.9998204739625083,0,250000
90,1000000,250000,chirp,569876,-15.0,18.490385,b'FFF5041BCE4A897A',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__18.txt,10.0,b'0000000000000000',0.9998323982129397,0,250000
91,1000000,250000,chirp,222351,-15.0,18.509758,b'FFF3D492315C0467',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__180.txt,10.0,b'0000000000000000',0.9998143059650461,0,250000
92,1000000,250000,chirp,190517,-15.0,18.51504,b'FFF5391EDB12C521',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__181.txt,10.0,b'0000000000000000',0.9998355579692301,0,250000
93,1000000,250000,chirp,642939,-15.0,18.457062,b'FFF44BAFD5B5E1FA',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__182.txt,10.0,b'0000000000000000',0.9998214058193393,0,250000
94,1000000,250000,chirp,693724,-15.0,18.448421,b'FFF42364376A22CA',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__183.txt,10.0,b'0000000000000000',0.9998190040272807,0,250000
95,1000000,250000,chirp,690055,-15.0,18.511186,b'FFF4CD610C9207AB',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__184.txt,10.0,b'0000000000000000',0.9998291360794341,0,250000
96,1000000,250000,chirp,367538,-15.0,18.441729,b'FFF3188C774CE63E',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__185.txt,10.0,b'0000000000000000',0.9998030989584553,0,250000
97,1000000,250000,chirp,448886,-15.0,18.458472,b'FFF3DC46A922085C',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__186.txt,10.0,b'0000000000000000',0.9998147652160086,0,250000
98,1000000,250000,chirp,618723,-15.0,18.50206,b'FFF47EC9BA0F5F9D',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__187.txt,10.0,b'0000000000000000',0.9998244516846717,0,250000
99,1000000,250000,chirp,536380,-15.0,18.420762,b'FFF46245E36CB1A7',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__188.txt,10.0,b'0000000000000000',0.9998227520585938,0,250000
100,1000000,250000,chirp,5011,-15.0,18.423448,b'FFF30BF3347A7776',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__189.txt,10.0,b'0000000000000000',0.9998023480188553,0,250000
101,1000000,250000,chirp,475969,-15.0,18.533542,b'FFF38B147F1DD77F',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__19.txt,10.0,b'0000000000000000',0.999809925560036,0,250000
102,1000000,250000,chirp,337809,-15.0,18.469114,b'FFF34D11C482346C',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__190.txt,10.0,b'0000000000000000',0.9998062294366797,0,250000
103,1000000,250000,chirp,222556,-15.0,18.493646,b'FFF30E4D97F8C720',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__191.txt,10.0,b'0000000000000000',0.9998024882733915,0,250000
104,1000000,250000,chirp,157820,-15.0,18.406527,b'FFF4F81602E07500',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__192.txt,10.0,b'0000000000000000',0.9998316816080449,0,250000
105,1000000,250000,chirp,524017,-15.0,18.463342,b'FFF41BB693AEE33E',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__193.txt,10.0,b'0000000000000000',0.9998185463661531,0,250000
106,1000000,250000,chirp,177497,-15.0,18.509968,b'FFF3B958E387A84A',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__194.txt,10.0,b'0000000000000000',0.9998126832975048,0,250000
107,1000000,250000,chirp,69654,-15.0,18.398586,b'FFF470B386C530AF',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__195.txt,10.0,b'0000000000000000',0.9998236120507229,0,250000
108,1000000,250000,chirp,717060,-15.0,18.512364,b'FFF3E1C42E31866A',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__196.txt,10.0,b'0000000000000000',0.9998150924640808,0,250000
109,1000000,250000,chirp,47350,-15.0,18.573012,b'FFF3E265BF781EDA',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__197.txt,10.0,b'0000000000000000',0.999815130081942,0,250000
110,1000000,250000,chirp,262904,-15.0,18.467373,b'FFF340A1212514B1',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__198.txt,10.0,b'0000000000000000',0.9998054879553319,0,250000
111,1000000,250000,chirp,479405,-15.0,18.45391,b'FFF3A1FF21A96E36',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__199.txt,10.0,b'0000000000000000',0.9998112914924258,0,250000
112,1000000,250000,chirp,231676,-15.0,18.401592,b'FFF288C50E7F7FFD',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__2.txt,10.0,b'0000000000000000',0.9997945290656371,0,250000
113,1000000,250000,chirp,212646,-15.0,18.535758,b'FFF4A706B95EBCD3',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__20.txt,10.0,b'0000000000000000',0.9998268500725045,0,250000
114,1000000,250000,chirp,437000,-15.0,18.503247,b'FFF4EC1D099F4530',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__200.txt,10.0,b'0000000000000000',0.999830967988257,0,250000
115,1000000,250000,chirp,652521,-15.0,18.431399,b'FFF4610CF6C0E67E',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__201.txt,10.0,b'0000000000000000',0.999822679200182,0,250000
116,1000000,250000,chirp,11008,-15.0,18.378178,b'FFF21B92F2C882F5',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__202.txt,10.0,b'0000000000000000',0.999788020492618,0,250000
117,1000000,250000,chirp,251876,-15.0,18.44929,b'FFF4557D53089257',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__203.txt,10.0,b'0000000000000000',0.9998219901054048,0,250000
118,1000000,250000,chirp,286165,-15.0,18.452862,b'FFF3D4C62E1A8279',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__204.txt,10.0,b'0000000000000000',0.9998143180692782,0,250000
119,1000000,250000,chirp,480370,-15.0,18.412821,b'FFF427B6F74A2125',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__205.txt,10.0,b'0000000000000000',0.9998192617124819,0,250000
120,1000000,250000,chirp,481188,-15.0,18.419754,b'FFF32BB78F55D152',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__206.txt,10.0,b'0000000000000000',0.9998042414802832,0,250000
121,1000000,250000,chirp,22271,-15.0,18.517176,b'FFF3144B62A31E47',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__207.txt,10.0,b'0000000000000000',0.9998028453870913,0,250000
122,1000000,250000,chirp,264185,-15.0,18.472543,b'FFF478CAD44EA9D6',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__208.txt,10.0,b'0000000000000000',0.9998240943135054,0,250000
123,1000000,250000,chirp,673165,-15.0,18.578205,b'FFF5C812B423FA1D',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__209.txt,10.0,b'0000000000000000',0.999844078604056,0,250000
124,1000000,250000,chirp,116186,-15.0,18.503688,b'FFF339873FD5AC59',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__21.txt,10.0,b'0000000000000000',0.9998050646971339,0,250000
125,1000000,250000,chirp,704647,-15.0,18.421543,b'FFF36A41862C8CDB',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__210.txt,10.0,b'0000000000000000',0.9998079690905561,0,250000
126,1000000,250000,chirp,562578,-15.0,18.434108,b'FFF446CCFF268028',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__211.txt,10.0,b'0000000000000000',0.9998211145858935,0,250000
127,1000000,250000,chirp,185011,-15.0,18.281568,b'FFF4630A52E1B5FA',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__212.txt,10.0,b'0000000000000000',0.9998227977947697,0,250000
128,1000000,250000,chirp,87069,-15.0,18.380242,b'FFF2F09000B66590',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__213.txt,10.0,b'0000000000000000',0.9998007155961318,0,250000
129,1000000,250000,chirp,404979,-15.0,18.569621,b'FFF280EBFA593CBC',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__214.txt,10.0,b'0000000000000000',0.9997940612905483,0,250000
130,1000000,250000,chirp,464252,-15.0,18.425684,b'FFF44D4999161A08',-15.0db_10.0sigma_haystacks/chirp/2018-05-15_210751__215.txt,10.0,b'0000000000000000',0.9998215012247659,0,250000
